QueryText,KccAns
ASKING ABOUT BETTER GROWTH OF GROUNDNUT,ADD JYPSUM 50 KG  ACRE
CONTROL OF BLIGHT IN GROUND NUT,RECOMENDED FOR SPRAY COPPER OXYCHLORIDE 50  WP  4 GM  LITER OF WATER
Information about groundnut Varieties,-
Asking about Groundnut Top dressing and foliar spray application time,:           : 60
Farmer asked query on Weather,There is possibilities of no rainfall for next 5 days and sky will be partially cloudy  for these days
Farmer asked about Larvae problem in groundnut,-    SC 7-8
weed management for groundnut,weed management for groundnut - spray imazathapyre 600 ml per ha
Dose of gypsum in groundnut,Dose of gypsum in groundnut- 100 kg per acre
TELL ME UPCHAR IN GROUNDNUT,2 G KARBANDAZIM  5 ML CLOTHOANIDRIL PAR KG GROUND
ASKING ABOUT BIHAR HAIRY CATERPILLAR IN GROUNDNUT,RECOMMENDED TO DUST MELATHION 5D  8 KG PER ACRE
catterpillor on groundnut,catterpillor on groundnut  - cloropayrifos 30 ml 15 lite rwater spray
Ask about PGR AND PGP Information in ground nut crop,004 wW  -
Ask about water logging problem information in Groundnut crop,12--15
FARMER ASKED QUERY ON CATER PILLAR MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY BELT EXPERT  FLUBENDAMIDE   THIACHLOPRID   80 ML PER ACRE 200 LITERS OF WATER
ASKING ABOUT WATER REQUIEMENT,I SUGGEST AT FLOWERING STAGE
Ground nut tobacco caterpillar,Recommended for spray profenophos 2 ml teepol 1 mlliter of water
TELL ME NUTRIENT MANAGEMENT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
Red spider mite in Groundnut,Recommended for spray propargite 2ml  teepol 05ml  neemoil 3mllit of water
FRUIT ROT IN GROUND NUT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
ASKED ABOUT TO INSECT CONTROL IN groundnut,19  1
Farmer want to know information about fertilizer schedule in groundnut,111        34     hac
Tobacco caterpillar in groundnut,spray quinalphos 2ml  lit
FARMER ASKED ABOUT SUCKING PEST ATTACK CONTROL ON GROUNDNUT CROP,-     - 10    -   WP -
FARMER ASKED FERTILIZER DOSE FOR GROUNDNUT,- -
TELLL ME WHITE GRUB CONTROL IN GROUNDNUT,SPRAY OF FIPROLIN 5  2 LITER PER HA
ASKING FOR TICKKA DISEASE,MATALALAXILMANCOZEB 25GLIT WITH VALADAMICINE 1ML8LIT OF WATER
fertilizer for management,top dressing  apply gypsum 150 kg ac
ASKED ABOUT VARIETIES OF GROUNDNUT,- - :- --         - -  -:- -  -    - --  -       -   3
GROUNDNUT LEAF SPOT MANAGEMENT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS PER ACRE
Asking about Can Panchakavya be given to groundnut,:     :
weed management info,parshut wapar kara
ASKING ABOUT GROUNDNUT NUTRIENT MANAGEMENT,GROUNDNUT NUTRIENT MANAGEMENT  APPLY GYPSUM 200 KGACRE
LEAF CUTTER IN GROUNDNUT,RECOMMENDED SPRAY TRIAZOPHOS 2MLLIT
rtae of gawar,JAIPUR GRAIN  GOWAR 7150
Insect Management In Ground Nut Crop,20EC 1
YELLOWING IN GNUT,SULFURIC ACID 1MLL WATER
Farmer wants information regarding irrigation schedule of Groundnut,:-
Asked about water management for Groundnut,:       :           4  5    20     2
Farmer asked query on Weather,--             -  -      -   -      -
Asking about groundnut leaf eating  caterpillar management,recommended for the spray : profenophose  2 ml lit of water
FARMER ASKED ABOUT BLIGHT ATTACK  ON GROUND NUT,-      WP -
Asked about Leaf miner and sucking pests management for Groundnut,:          :    15   1
HOW TO CONTROL FUNGGAL ATTACK IN groundnut crops,RECOMMENDED FOR SPRAY TO MENCOZEB  CARBENDAZIM 35-40 GRAMPUMP
asking for the weather forecast in Thiruvannamalai district,recommended that no rainfall for next 4 days 0 milli meter
Farmer asked about irrigation in groundnut,2  3                                         2-3
ask abt ground nut,suggested acephate 15 gmpump
yellowing,spray bavistin 30gm15lit
basal application for groundnut,recommended for the spray zypsum 75 kgDAP 50kgacre
groun nut top dressing fertilizer manageemnt,Apply 150 kg gypsumac
ask about aphid in groundnut,I suggest imidacloprid 5 ml  Or monocrotophos  12 ml in 10 liter water
POWDERY MILDEW,WET SULPHURE 4GMLIT
asked weather report,no rains
SEED RATE OF GROUND NUT,80 -100 KG
FLOWER GROWTH,Spray Boom flower 20ml15lit of Water
leaf curl in groundnut,spray acephate 15 gram per 1ltr of water
Farmer asked query on Weather,:      :
FARMER ASKED ABOUT FUNGAL ATTACK AND SUCKING PEST ATTACK ON GROUNDNUT CROP,40        8   15
farmer want to information in flower dropped in groundnut plant,recommended to spray in planofix 4-5 mlpump
leaf folder in groundnut,recommended for application of profenofos  2mllitre of water
jypsum req,100kgacre
SEED TRETMENT OF GROUNDNUT CROP,YOU CAN USE BAVISTEEN 2 GRAM KG SEED USE FOR SEED TRETMENT OF GROUNDNUT CROP
mung pahlli ki patti mud rahi hai,oxydemeton methyl 25EC 15 mlliter ka sprey kare
Asking about foliar nutrient spray for groundnut,:        :     2
Fertilizer spray for growth in ground nut,:-::-   30
Ground nut Stem rot management,recommended for apply Trichoderma viride 1 kg  ac
Variety of groundnut,ICGS-44ICGS-1DH-86
STEM ROT MANAGEMENT G NUT CROP,RECOMMENDED  TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
Asked about Leaf miner management for Groundnut,:      :  3      1   1
groundnet ki problem hi,indosulfan say seed treatment
Pegging formation problem in groundnut,Advised to use 50kg Gypsum per acre for pegging formation problem in groundnut
Farmer asked query on Weather,:-               19
TELL ME TERMITE OF GROUNDNUT,CLOROPYRIFOS 4 LITER WATER SPRAY
Asking about Leaf caterpillar management in Groundnut,:      :  8    10
ASKED FOR GROUNDNUT VARIETY,GROUNDNUT VARIETY-TAG-24  SB-11
TELL ME  CONTROL TIKKA DEASES IN GROUNDNUT,259    1
ASKED ABOUT CONTROL OF WEED IN GROUNDNUT,Propaquizafop 10 EC
Asking about Aphid management for Groundnut,:       :   2  1
GROUNDNUT CULTIVATION,SOWING TIME:JAN MONTH
Asking about  leaf spot management in groundnut,Recommended for spray Carbendazim 2 g  sticking 05 ml litre of water
FOR BETTER GROWTH  AND GERMINATION IN GROUNDNUT,RECOMMENDED FOR SPRAY MULTI-K 75 GM LIT WATER FOR BETTER GROWTH AND GERMINATION IN GROUNDNUT
ground nut tobacco leaf caterpillar management,recommended for spray Indoxacarb 1 ml  lit of water
termite in groundnut field : soil application,soil application of carbofuran 5 kg  acre
BORAN DEFECIENCY IN GROUNDNUT,BORAN DEFECIENCY IN GROUNDNUTRECOMMENDED TO SPRAY 2 GR OF BORAXLIT OF WATER
groundnut fertilizer management,recommended for DAP 50 kgacre
TELL ME USE HARBISIDE IN GROUNDNUT,NO USE HARBISIDE IN GROUNDNUT
Farmer asked seed treatment of white grub control groundnut crop,SLFS  mili
FERTILIZER,ZYPSUM 20KGS AT FLOWERING
Farmer asked about varieties of groundnut,-      -
Farmer asked  organic sucking pest control in groundnut  crop,15       0-0
TELL ME ABOUT TERMITE CONTROL IN,20   4                  15
Farmer asked Thrips problem in groundnut  crop,WG -
Farmer asked fungus control information of  GROUNDNUT,WP 30
growth,50 kilo jypsum
Farmer asked termite grub control information of groundnut,GR         GR
TELL ME WEED CONTROL IN GROUNDNUT,YOU CAN  USE HERBICIDE IN STANDING CROP OF GROUNDNUT
rottening,recommended blitox 3gliter
want to know about weather report information,cloudy Weather rain and drizzles in the date of july 8 to july 13
nutrient  management in groundnut,INCOMPLETE CALL
Asking about groundnut  top fertilzer management :,Recommended for borax-4 kggympsum-75 kgurea-25kg
moong phalli ki prajati batayen,kaushalazadsekharjyoti prajati ugayen
Better flowering and fruiting in groundnut,Recommended to spray Planofix  Alpha naphthyl acetic acid 45 SL    3ml per 15 litre of water for Better flowering and fruiting in groundnut
ask for seed rate of ground nut,120 kg seedha ask for seed rate of ground nut
Farmer asked fungus in root control information of Groundnut Crop,EC        200  vidha
ask about weed management,all information provided - thanks for calling in kisan call centre
TELL  ME CONTROL OF TIKKA DISEASE IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Asked about pest management in groundnut,Recommended to spray Acephate 1gram per liter  of water
ROT,CARBENDZIUM 05GLIT
INFORMATION REGARDING DISEASE CONTROL IN groundnut,DISEASE CONTROL IN ARHAR --SPRAY 2 GM BAVASTIN OR 2 GM SULFEX OR 1 GM KARATHEN IN 1 LITER WATER
Groundnut leaf miner management,recommended for methyl demeton 2 ml 1 litre of water
TERMITE CONTROL IN GROUNDNUT,USE IMIDACLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION
TELL ME WEATHER INFORMATION OF BHILWARA,TWO DAY RAINFALL
Asking about bio fertilizer application for groundnut,Recommended for Apply Azospirillum 1 kg  Phosphobacteria 1 kg  Rhizobium 1 kg mixed with 20 kg Farmyard manure acre
ASKED ABOUT INSECT CONTROL IN GROUNDNUT,25   4
Caterpillar Attack-,Spray Proclaim  5gm 15 Lit of Water
Asked about Leaf caterpillar management for Groundnut,:         :10      4
ASKED ABOUT TO DISEASE CONTROL IN BIKANER,50  250
FARMER ASKED ABOUT  ROOT ROT CONTROL IN GROUNDNUT,50   250
root wilt control,drenching carbandazim 25gmpump
asked about attack of white grub in groundnut,Drenching Chloropyriphos 20ml15 lit of water
TELL ME WEATHER REPORT IN JALORE,RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
Asking about borax application in groundnut,:    : : 4
weed management in ground nut,RECOMMENDED TO SPRAYPARAQAT GRAMOXONE PARAGON UNIQAT  ONE LITRE PER ACRE
EFFECTED BY TERMITE,CLOROPIROPHOSE 20 EC  1 LITER PER BHIGA SPREY
Asking about Leaf caterpillar management and Aphids in groundnut,Recommended for spray Profenophos 2 ml  acephate 05 gram   sticking agent 1 ml  litre of water
Farmer asked Larvae control information of Groundnut Crop,SC
VARIETIES OF GROUNDNUT,-- - -            -    -
ask about yellow leaf control in groundnut crop,-
WEED MANAGEMENT IN GROUND NUT CROP,RECOMMENDED BETTER TO GO  FOR HAND WEEDING
groundnut sucking pests,groundnut sucking pests : recommneded to spray monocrotophos 320 ml per acre
spray monocrotopos  1mllt,spray monocrotopos  1mllt
WEED CONTROL IN GROUND NUT,USE PENDIMITHELIN 3 LITERR PER BIGHA
helicoverpa in groundnut,plithora 300mlacre
Ask about Yellowing of Ground nut crop,8
asked about micronutrient management in groundnut,:       :   5  20     1
MITES,CHLOROPYRIPHOS 10KGACRE
TELL ME SOWING TIME  IN GROUND NUT,SOWING TIME  IN GROUND NUT IN JUNE MONTH
groundnut early leaf spot,mancozeb 2 gm  lit
TOBACCO CATTER PILLARS IN GROUNDNUT,SPINOSAD 75 MLACRE SPRINTER  TRACER
PEST PROBLEM OF GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Ground nut post emergence weedicide,recommended for Spray Imazethapyr 300 mlacre
Information about termite control in Groundnut crop,Carbofuron 3  GR  8-10
TELL ME SEED TREATMENT OF GROUNDNUT,USE OF CARBANDAZIM 2 GMKG SEED
collar rot in ground nut,spray saff 2 gram and plantomycin 1 gram in 1 litre water
Asked about stem rot management in groundnut,:     :         2
Thrips management in groundnut,Recommended for spray Dimethoate 2 mllit of water
VARIETIES OF GRAOUND NUT,VARIETIES OF GRAOUND NUT  TAG - 24  SB -11
groundnut basal fertilizer management,Apply 5 tac FYM
tell me control of leaf borer in groundnut,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
FARMER ASKED ABOUT SUCKING PEST IN GROUNDNUT,-   20  8 15
Asking about suitable groundnut varieties for Perambalur district,:     : :     TMV 7 VRI 2 VRIGn 6   TMVGn 13
TELL ME TERMITE CONTROL IN GRANDNUT,USE IMIDACHLOPRID 178 SL 1 LITERHACTOR IN ROOT ZONE WITH IRRIGATION
Asked about Pest management in Ground nut,Recommended to spray  Profenophos  2 mlltr of water
TELL ME DISEASE CONTROAL OF GROUNDNUT,SPARY OF BAVISTIN 250BIGA MIKSAR OF FYM
TELL ME INSECT CONTROL IN  GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Variety,Variety of okra- Pravani krantiarka anamikapusa4hisar 7
TELL ME CONTROL OF RAT IN GRUNDNUT CROP,ZINK PHOSPHIDEAATAGUAD OIL
Tobacco caterpillar in groundnut,recommended for the spray  Dichlorvos  2ml lit of water
Asking about Fertilizer application procedure for Groundnut,:       : 45
TELL ME ABOUT WHITE GARB CONTROL groundnut,25   4
powdary mildew,m-45
ASKED ABOUT TO INSECT CONTROL IN PEANUT,-- 25   4
Farmer asked fungus control information of  Groundnut,SC
Asking about Aphis in groundnut,Recommended for spray dimethoate 2ml  litre of water
Weedicide for ground nut,pendimethalin 30 mili  15 liter
Farmer want to know information about how to control of white grab attack in Groundnut crop,--          03 GR  6    -
BACK IN GROUNDNUT,USED CARBENDAZIM 250GM  BIGHA
TELL ME COLLER ROT CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 2 GM PER LITER WATER
Ask about sucking pests problem in ground nut crop,WG   WS 8
Insect control of groundnut,Kisan bhai quinalphos 25 EC 2 mlliter pani ki dar se spray kare
TELL ME ABOUT SPIDER CONTROL IN GROUNDNUT,1 5                 15
APHIDS IN GROUNDNUT,SPRAY DIMETHOATEROGER 30EC 2 MILI LITRE PER LITRE WATER TO CONTROL APHIDS IN GROUNDNUT
ground nut leaf eating caterpillar,RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
Attack of leaves,Spray quinalphos 30ml15 Lit of Water
Asking about Aphid management for Groundnut,:      :  10             2      1   1
ASKED ABOUT TO NUTRIENT MANAGEMENT  IN GROUNDNUT,5     1
sowing time,nov15-dec15
please give me weather information,kisan bhai 12 octuber ko halki barish aur 345 octuber ko mausam saf rehne ki sambhawna hain
GROUNDNUT VARIETIES,GROUNDNUT VARIETIES :KADIRI-9KADIRI HARITANDRAANANTHADHARINI
seed varity,K1-34
Asking about Stem rot control in Groundnut,:     : 2
25   2,25   2
FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN GROUNDNUT,-    -  -      -
TELL ME  CATTER PILLER CONTROL IN GROUNDNUT,15
Farmer asked query on Weather,:   -      : :             36  C    26  C     6
Ask about Sowing Time And Varieties of Groundnut crop,-  --  -- :-  :- -  -  -3233  :-  -  -  -   ----
Ask about groundnut fertilizer information,10     20
varieties,JL 24 Daftari
tell me control of white grub,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
ASKING ABOUT ATTACK OF APHIDS ON GROUNDNUT,ATTACK OF APHIDS ON GROUNDNUT - Spray Actra 5 gm15 Liter of WaterThiomithoxom 25-Syngenta
Asked about plant protection in ground nut,Recommended to spray phorate 4kgha
LEAF SPOT IN MANAGEMENT,SPRAY SAAF  2 GM  1 LITER OF WATER FOR CHECKING LEAF SPOT IN MANAGEMENT
Farmer ask about fungus problem in groundnut crop,:
Ask about blank pod in ground nutcrop,100
Black gram sowing season,Recommended for Adipattam June-AugustVBN Bg 4 VBNBg 5 TNAU Black gram VBN 7
groundnut aphids,spray super confidor 05 mili per litre of water
CONTROL BIHAR HAIRY CATERPILLAR IN GROUNDNUT,RECOMMENDED FOR SPRAY IDOXCARB 40 SC  1MLLIT OF WATER
Information related to weed control in 90 day groundnut crop,90
TELL ME BLACK ROT CONTROL IN GROUNDUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Ask about pest control in groundnut,40         ppm
ask about fungus information in groundnut crop,:
Asking about Urea Potash applied affect the Groundnut crop,:          :
TELL ME WEATHER INFORMATION,WEATHER INFORMATION tell me rainfall may be occer in next five days becouse cloud be occer in regularly
TELL ME ABOUT THE CONTROL OF INSECT IN GROUNDNUT,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
TELL ME CONTROL WHITE GRUB IN GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA  FOR CONTROL OF WHITE GRUB IN GROUNDNUT
farmer asked about  attack sucking pest  tikka on groundnut,-  -   -10     25
TELL ME GRUB CONTROL IN COTTON,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Control of termites in fruit plant,40-50 ml chloropyriphos in 5 liter water  plant
Farmer asked query on Weather,34       11
Groundnut   leaf miner,recommended for the spray  Dimethiate  2 ml lit of water
asked about fertdose in gnut,-       -
farmer asked about application of Gypsum and CMS together in groundnut,Recommended that apply either Gypsum or CMS
QUE : groundnut top dressing fertilizer management,ANS : apply gypsum 150 kg  ac
moongfali ki patti pili hai,NPK 2 killo  acre ka spray kre
Attack of White Grub  ON GROUNDNUT,Drenching of Chloropyriphos 40 ml  15 lit of water
asking about groundnut foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 litre
TELL ME YELLOW LEAF CONTROL OF GROUNDNUT,YELLOW LEAF CONTROL OF GROUNDNUT-FERAS SULFET 5GMLIT WATER
GROUNDNUT GROWTHING,RECOMENDED FOR MULTI K 1KGACRE
Farmer asked Varieties information of Groundnut crop,--      -                    -
NUTRIENT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY ZINC SULPHATE 2 GRAM 1 LITER OF WATER    2
Ask about growth retardant,SL
THRIPS MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY MONOCROTOPHOS 400 ML ACRE
GROUNDNUT GYPSUM,GYPSUM 400 KG ACRE AT FLOWERING STAGE
TELL ME CONTROL OF INSECT IN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
MOONGPHALI KI VARIETY,icgh-44icgh-1AVTARDH-86
Asking about foliar spray for groundnut,:       :  2
FARMER ASKED ABOUT SOWING SEASON OF AND VARIETES OF GROUNDNUT,-                             -   -  -        -
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT,40  5  2
TELL ME SOWING TIMEGROUNDNUT,SOWING TIME OF GROUNDNUT 1 APRIL TO 15 JUNE
asking about onion fertilizer management,Recommended for apply ammonium sulphate 20kg  acre
Asking about Rust in groundnut,Recommended for spray Chlorothalonil 2 gram  liter of water
groundnut herbicide,20
Farmer asked  Fertilizer dose information of Soyabean crop,DAP 15     90 2
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,5    2
herbicide in groundnut,herbicide in groundnut -use parshut herbicide
Asked about groundnut Gypsum fertilizer management,:    :  160
TELL ME WEATHER REPORT BIKANER,NO RAIN FALL POSSIBILITY NEXT 5 DAY BUT CLOUDY SKY
Ask about weed control in crop,30 EC
Farmer asked weed control in Groundnut crop,:-  :- -  -  -
Asking about groundnut varieties,TMV 7 VRI 2 VRIGn 6TMVGn 13
Asking about Root rot Pre control in Groundnut,:       :  1     20
