QueryText,KccAns
how to control insect in moong  phalli,tryzophos 40ec 30mlpump
WHITE GRUB IN GROUNDNUT,USE QUINOLPHOS 4 LITER PER HA
TELL ME VARIETIES OF GROUNDNUT,TG-37M-13CHANDRA
FARMER ASKED ABOUT WEED MANAGEMENT IN GROUNDNUT,-   -   -
LEAF CURLING IN GROUND NUT,SPRAY ACEPHATEASATAF 15 GRAM PER 1 LITRE WATER TO CONTROL VECTORS OF LEAF CURLING IN GROUND NUT
ASKED ABOUT TO INSECT CONTROL IN GROUDNUT CROP,-- 25   4
TELL ME ABOUT WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 2 DAYS AND  CLOUDY SKY
Farmer wants information on sprinkler irrigation in groundnut,4  6
Weather information,Kisan bhai aapke yaha 01 se 06 mm july tak halki bunda baandi hone ki sambhavana hai
groundnut leaf eating caterpillar management,groundnut leaf eating caterpillar management :recommended to spray emamectin benzoate 90 gr200 liters of water
LEAFHOPPER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITRES OF WATER ACRE
TELL ME ABOUT WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 3-4  DAYS AND  CLOUDY SKY
TELL ME WEATHER REPORT IN HANUMNAGARH,RAINFALL IN NEXT 5 DAYS BUT SOME CLOUD POSSIBILITY
ask abt sucking pest,suggested trizophos or regant 25 mlpump
Asked about Root grub precaution management in Groundnut,:       :    1   20
TELL ME EFFECTED BY TERMITE,SPRAY OF FIPRONIL 5  SC 2 LITER PER HA
ATTACK OF THRIPS and Jassids,Spray Roger 15 ml15 Liter of WaterDimethoate-Cheminova
COLOR ROT IN GROUNDNUT,BAVISTIN 250 GRAM PER BHIGA
Asked about cut worm management in Groundnut,:      :  3   10
FERTILIZER MANAGEMENT IN GROUNDNUT,200                45
TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 2- 3 DAYS
Asking about leaf folder management  in groundnut,:     :      3
Farmer asked Larvae control information of  groundnut crop,EC
root problem in groundnut,bavistin 250 gram per bhiga use
mungphali ki jad me keeda laga hai,2 litre chloropyriphos 20 ec  acre  sichiai ke pani ke sath dijiye
Ground nut dry root rot control,Recommended for apply Trichoderma viride 1 kg mixed with 20 kg Fym
thrips,Spray Proclaim 5gm15lit of Water
Aphids in groundnut,spray imidacloprid 1 ml  lit
white grub control on groundnut crop,you can use phoret 3-4 kg acre use for white grub control
Tobacco caterpillar control in Groundnut,Recommended for spray Profenophos 2 ml  litre of water
asking about plant protection,Fenvalerate 04 D  4 kg or
TELL ME ABOUT WEATHER INFORMATION,NO  RAIN POSSIBILITY IN NEXT 2 DAYS BUT CLOUDY SKY
tell me white grub control in peanut,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
ASKING ABOUT CONTROL OF COLLAR ROT IN GROUNDNUT,SPRAY  THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER
pod borer in groundnut,proclem 100gracr
FARMER ASKED ABOUT NUTRIENT MANAGMENT IN GRAUNDNUT CROP,::-    30
varieties,daftari sb 11
Asking about foliar application in groundnut,:    2  200
farmer wants to know information about suitable sowing time of groundnut,15   15
TELL ME DISEASE  CONTROL  IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Asked about Groundnut root grub management,:      :  - 100
groundnut fertilizer management,spray TNAU Groundnut rich 220kg  ac
Farmer asked  white grub Problem in Ground NUt crop,SGCG             GR
Ask about Fungus control in Groundnut,EC        -
Farmer Asked sucking pests control information of Groundnut crop,ZC 8
groundnut foliar application details,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 lit
TOBACCO CATERPILLAR MANAGEMENT,TOBACCO CATERPILLAR MANAGEMENT : RECOMMENDED TO SPRAY SPINOSAD 75 ML200 LITRES OF WATER  ACRE
Asking about Groundnut pest management,:    : :      3
FARMER NEED INFORMATION ABOUT VARIETIES OF GROUNDNUT FOR SUMMER CULTIVATION,- -  -      -    -  -  -     -
Asked about Root rot  management in groundnut,Recommended for soil apply Trichoderma viride 1kg  FYM 20kg  ac
varieties,js 335
groundnut seed germination time,Seed germination usually occurs within 5 to 10 days
FOR GRIN FILLING OF GROUNDNUT,APPLY GYPSUM  100KGACRE FOR GRIN FILLING OF GROUNDNUT
Farmer asked bio larva in groundnut crop,40
TELL ME CUT WORM CONTROL IN MOONG,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
weed management in groundnut,did not recommended after 20 days of planting
ASKED ABOUT WATER MANAGEMENT FOR GROUND NUT,WATER MANAGEMENT FOR GROUND NUT - AFTER VAFSA CONDITION IRRIGATE CROP
Farmer asked fungus control information of,SC
groundnut me sundi lagi hai,quinolphos 2mllit ya chloropyriphos 3mllit ka prayog kare
Asked about organic  fertilizer application time  for Groundnut,:        : 45
FAQRMER ASKED ABOUT VARIETIES OF GROUNDNUT,- -  -      -    -  -  -     -
Farmer wants to know information about How to control of fungal attack in groundnut crop,Recommended for to control of fungal attack in groundnutcrop use captan  hexaconazol 40gmand streptocyclin 2 gram at 15 liter of water
FARMER ASKED ABOUT TO IRRIGATION MANAGEMENT IN GROUNDNUT,8  10          3-4
attack of caterpiller,spray of profex super 30 ml per pump
GROUND NUT SUCKING PEST,ACEPHATE ANTAF ARTIN LUCID   300 GRAMS PER ACRE
Asked about groundnut leaf roller management,recommended for spray dimethoate 2mlneem oil 3mlteepol 1mllit of water
Farmer Asked  pests control information of groundnut,WP            EC
Asking about Groundnut Leaf miner management,:     :  - 2
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLAY ZIPSUM -200 KGS  ACRE DO NOT APPLAY THROUGH DRIP
MOONGFALI ME KIDE HAI,CHLOROPYRIPHOSE 125 LACRE
pest,emamectin 1g
ROOT GRUB,CHLOROPYRIPHOS 2ML IN 1LT OF WATER
Ask about fungus control information in root of ground nut crop,EC -
TELL ME YELLOW LEAF CONTROL OF GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Farmer asked query on Weather,vadnagar
FOR PREVATION OF WILTING IN GROUNDNUT,APPLY CRBOFURAN 3G  5KGACRE FOR PREVATION OF WILTING IN GROUNDNUT
TELL ME PEST CONTROL OF GOUNDNUT,SPRAY OF DIMETOAT 30  2 ML LITER WATER
groundnut root grub,RECOMMENDED FOR apply carbofuradon granules 5kg sand 10 kgacre
SEED TRITMENT OF GROUND,25 GM CLOROTHELONIL1 KG
Asking about iron deficiency management in groundnut,:      :   5      5
FERTILIZER MANAGEMENT IN GROUNDNUT,UREA 10KGS GYPSUM 200KGS PER ACRE
Farmer wants information about Fertilizer use of Groundnut crop,:-    -44     -51    -5
Asking about Groundnut White Grub management,:       :    1   20
Information about variety of Groundnut,--86-44
ASKING ABOUT FERTILIZER DOSE OF  GROUNDNUT,-                                         -                                                                             -
groundnut leaf hopper,recommendd to spray dimethioate 2 milly litersliter water
Farmer needs information regarding how can we control girdle beetle in groundnut crop,-         10-15
asking about groundnut  leaf minor management,recommended for spray Azadirachtin - 3 ml lit of water
Asked about Root grub and Termite management in Groundnut,:          :     1   20
VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT - KISAN  JAWAN AK 12-24
Ask about sucking pests problem in crop,EC
TELL ME  WHITE GROUB IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
ASKED ABOUT TO NUTRIENT MANAGEMENT  IN GROUNDNUT,5    10
ASK ABT CASTOR CROP,SUGGGESTED PROEPR INFO
Farmer asked query on Weather,CLOUDY WEATHER  CHANCE OF SHOWERS IN YOUR AREA           --- night
Ask about blank pod Problem Information ground nut crop,100
tell me fertilizer management in groundnut,2-3                                        4
Asking about Groundnut top fertilizer management,Recommended for apply urea 25 kg  potash 15 kgacre
SOWING TIME IN GROUNDNUT,1 MAY TO 15 JUN SOWING TIME OF GROUNDNUT
BIHARI HAIRY CATERPILLAR,SPRAY CHLOROPYRIPHOS 2ML1LITRE OF WATER
Asking about weather information,Cloudy with clear weather no Possibility of rain till 11
TERMITES IN GROUNDNUT,TERMITES IN GROUNDNUT- SPRAY CHLOROPYRIFOS 2ML PER LITRE WATER
FARMER ASKED ABOUT THE FERTILIZER MANAGEMENT IN GROUNDNUT,250      40
LEAF SPOT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
TELL ME WEED CONTROL IN GROUNDNUT,PENDAMETHELIN 30  3 LITTERHECTAR SPRAY
SEED TREATMENT OF GROUNTNUT,SEED TREATMENT OF GROUNDNUT BY 2 GM CARBENDAZIM  1 KG SEED
pod development in ground nut,recommende dosage of zypsum 20kgacr
red hairy caterpillar,spray phosolone 2 mili per litre of water
basal fertilizer management for groundnut,apply DAP 50 kg ac
Asking about Groundnut pest management organic,:    : :          30
TELL ME ABOUT WEATHER INFORMATION,RAIN POSSIBILITY UPTO NEXT 2-3 DAYS
how to control fungal disease in moongphali,use copper oxi choloride 40gpump
Information about Termite problem in Groundnut,Phorate 10G 08
Farmer asked query on Weather,:      :         35       11
asked about information on groundnut  seeds,KRG-1Suitable to Raichur Bellary and Gulbarga for summer cultivation only
How Can We Control Fungus In GROUNDNUT,You Can Spray Tebuconazole  200mlAcre Mencozeb  Carbindazim Saaf Or  Sixer 40 G Pump To Control Fungus In GROUNDNUT
asking how many irrigation is required in gnut during wholer season of summer,i suggested to 7 to 8 irri is required in summer season
TELL ME IWHITE GRUB CONTROL,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
ASKING ABOUT ATTACK OF CATTERPILLAR ON groundnut,Spray Proclaim 07 gm15 liter of WaterEmamectin BenzoateSyngenta
asking about of fertilizer dose for groundnut,you can use 1 bag  18 46  acer
TELL ME SOIL TREATMENT FOR CONTROL OF WILT DISEASE,USE TRICHODERMA 25 KG PER 100 KG FYM
ask for gnut wilt control,i suggested to drenching coc 25 gmpump
TELL ME CONTROL TERMITE IN GROUNDNUT,USES CLOROPYRIPHOS 20 EC 4 LITERHECATER IN GROUNDNUT
Asked about plant protection in  GROUNDNUT,Recommended to spray : SAAF Carbendazim  mancozeb -1 gram in a litre of water
plant protection of groundnut crop,Kisan Bhai Spray the Dimethoate 30 400 ml per acre according to the spray
Farmer asked white grub Problem in crop groundnut,EC
Ask about fertilizer application of Onion crop,100
CONTROL OF STEM ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY  CARBENDAZIM 50 WP  1 MG   LIT OF WATER
TELL ME WEED CONTROL IN PEANUT,YOU CAN NOT USE HERBICIDE IN STANDING CROP OF PEANUT
Farmer asked Aphid problem in crop,WG -
asking about Leaf folder management in Groundnut 45 days,:      :  2      3      1   1
Asked about groundnut fertilizer management,Recommended for spray TNAU Groundnut rich 220kg  ac
Asked about nutrient management for groundnut,:      :      2    200
GROUND NUT ROOT TOT,COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
TELL ME  MULTIPLAX MICRONUTRIENTFOR GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
BXGFJFHKYJ,USE CARBOFURAN 3 G 25-30 KG PER HA
Ask for some problem in ground nut,suggest: imidachloropride 5 mlpumpsuggest: monocrotophose 25 mlaecifet 15 gmpump
Pod borer in Groundnut,Recommended for basal application with Chlorpyrifos dust 10kg mixed with dry sand to control Pod borer in Groundnut
ASKED FOR THRIPS ATTACK OBN GROUNDNUT,Spray Karate20ml15 Liter of WaterLambda 5 SC-Syngenta
Ask about sowing time and variety of groundnut,-
TELL ME VARITYIES OF BUNCHY TYPE GROUNDNUT,BUNCHY TYPE GROUNDNUT-TG-39TG-37A
SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT  JUN-JULY
ground nut stem rot,COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
Farmer asked seed treatment of white grub control in groundnut,WDG -
Asking about Tobacco caterpillar in groundnut,Recommended for spray chlorpyriphos 2ml  lit
ATTACK OF WHITE GRUBE ON GROUNDNUT,DRENCHING LACENTA 150 GM  ACRE
TEL ME FUNGAL DISEASE CONTROL IN GROUND NUT,DRENCHING OF CARBENDAZIM 2 GM PER LITER WATER
LEAF EATING CATERPILLAR IN GROUNDNUT,LEAF EATING CATERPILLAR IN GROUNDNUT- SPRAY DICHLOROVOS 2ML PER 1 LITRE WATER
Farmer asked about yellowing leaves problem  in Groundnut  crop,5-6
Farmer asked about fertilizer dose for groundnut,:::
Asking about Groundnut Seed dormancy period,:      :    30
fertiliser dose in groundnut,apply 35 kg DAP  urea 5 kg  potash 27 kg per acre as fertiliser dose in groundnut
Asked about Stem rot management  in groundnut,:       :   1        20
attack of sucking pest on groundnut,spray of confidor 10 ml per pump on groundnut for control sucking pest
TELL ME BLACKN  ROOT  CONTROL OF GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER BHIGA
Ask about fertilizer in ground nut crop,-    -
groundnut tikka leaf spot,recommended to spray chlorothalonil 400 gramsacre
Asked about varieties in groundnut,suggested to sow JG-11 or 21
Govt Schemes- Drip Irrigation subsidies,50  60
Leaf caterpillar and sucking pest management in groundnut,Recommended for spray chlorpyriphas 2 ml  acephate 05 sticking agent 1 ml  litre of water
TELL ME ABOUT VAREITY OF GROUNDNUT,RG -425     GG - 20
fertilizer,zipsum 500kgha
Farmer asked weed control in Groundnut crop,-      165   - 8 EC          - IRIS UPL PatelaSwal
groyundnut yellowing leaf control,spray feso4 100 gmpump
TELL ME ABOUT  BLIGHT CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
post harvest preservation of ground nut,recommended to store with mixing with malathion dust 10 gram  kg of seed incase of larval damage it is better to use new seeds
TELL ME CONTROL COLAR ROT DISEASES OF GROUNDNUT,USE-TARAICODRMA 25KGFYM 100 KGHAC
--TELL ME ROOT ROT CONTROL IN GROUNDNUT,1
Top dressing fertilizer for ground nut,Recommended for apply gypsum 75 kg borax 5 kg ac
Sucking in ground nut,Recommended for spray dimethoate 2 ml  litre of water
Farmer asked query on Weather,:              :         -                    - 38C   -  26C       6
Ask about the fungus problem in groundnut  crop,WP -
groundnut leaf folder management,recommended to spray lambda cyhalothrin 400 milli literacre
SUCKING PEST IN GROUND NUT,RECOMMENDED TO SPRAY IMIDACLOPRID  1ML3 LIT WATER FOR SUCKING PEST IN GROUND NUT
ATTACK OF WHITE GRUB in groundnut,ATTACK OF WHITE GRUB in groundnut- Use Thimet 4 kgacrediethyl S- phosphorodithioatemvac
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,70  25
TELL ME PLANT PROTECTION IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
ask for gnut varieies,gnut varieies gg 2037
VARIETIES,CHINTHAMANI 26  GPBD 4 ICGS 11
ask for seed treatment for ground nut,use mencozeb or carbenenzim  for seed treatment for ground nut
TELL ME PLANT PROTECTION IN GROUNDNUT,-- 5   1
Asking about  caterpillar management in groundnut,:     : :      1
Ask about Thrips  Larva problem in crop,EC -
FERTILIZER IN GROUNDNUT,RECOMMENDED TO APPLY 8 KG NITROGEN 16 KG PHOSPHORUS 16 KG POTASSIUM PER ACRE IN GROUNDNUT
Asking about beetle management in groundnut leaf hole,:     : :      15
weather,still 30th of july
ask for fungus problem in groundnut,recommanded:bavistin 30 gmpump dranching
TELL ME SEED TREATMENT IN FYM,USE CHLOROTHELONIL 25 GM PER KG SEED
ASKING ABOUT VARIETIES OF GROUNDNUT,-             -     -
FARMER ASKED QUERY ON WEED MANAGEMENT IN  GROUND NUT,RECOMMENDED TO SEMPRA -36GRACRE IN  GROUND NUT
Farmer asked query on Weather,:                                                     I
Asking about aphid management in groundnut,Recommended for profenophos 2mllitre of water and acephate 2 gram liter of water
Caterpillar Attack on groundnut,Caterpillar Attack on groundnut- spray qunolfos 30ml 15 lit of water
ground nut tikka and leaf roller,recommended to sithara 400mlacrequinolpos 2mllit
ASKING ABOUT CONTROL OF NUTRIENT MANAGEMENT IN GROUNDNUT,-
WEED CONTROL IN GROUNDNUT,RECOMMENDED TO SPRAY QUIZALOPOP ETHYLTARGA SUPER 400 ML PER ACRE
G NUT SEED RATE,GOUND NUT SEED RATE 40KGEKAR
TELL ME ABOUT STEM ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 2 GM PER LITER
groundnut storage control,use neem seed karnel  powder   for storage  1 kg  100 kh seed
Farmer asked fungus control information of Groundnut crop,EC -
ask about groundnut problem,I give all information
ask gnut fertilizer used,125N-25P-K fertilizer
Farmer asked weed control in  ground nut crop,-- 9  EC    -     -
groundnut basal fertilizer management,recommended for the fertilizers  :  DAP 50 kg gypsum  75 kg acre
TELL ME SUCKING PEST CONTROL IN GROUNDNUT,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
Asked about root rot management in groundnut,:       :       2
Farmer asked query on Weather,There is possibilities of light rainfall for next 5 days and sky will be partially cloudy  for these days
TELL ME ABOUT  LAST IRRIGATION IN GROUNDNUT,10       1
Please tell me weather information,The probability of cloud becoming cloudy in your area is likely to be cloudy on July 12-13
TELL ME LAST IRRIGATION OF GROUNDNUT,15
Termites infestation in Groundnut,Recommended for basal application with Chlorpyrifos dust 10kg per acre mixed with dry sand to control Termites infestation in Groundnut
TELL ME FANGUS CONTROL OF GROUNDNUT,CARBENDAZIM 250 GRAM  BHIGA
whitefly in groundnut,SPRAY IMIDACHLOPRID  3 ML  10 LITER OF WATER FOR whitefly in groundnut
Ask about yellowing problem in groundnut,8  10
ground nut ki variety,chitra  utkarsh  amabr
termites,chloropyriphos
Attack of Sucking pest on ground nut crop,:- 25 -5  15
SOWING TIME OF GROUND NUT,JUNE LAST TO JULT 1ST WEEK
Farmer asked query on Weather,25-26
leaf curl in ground nut,LEAF CURL-CONFIDOR- 05MLL
catter piller in ground nut,recomended chloripyriphos 25mllit water
TELL ME CUT WORM CONTROL IN NABARD,145   1
Asking about groundnut aphids  Thrips management monocrotophos spray,:       : :      2
RODENTS attck on groundnut,Use of Zink Sulphate Tablet
weed management in groundnut,weed management in groundnut - spray pendamethilin 1kgacre in 200lit water
wilt,do drenching of bavistin
catterpillar attack,Spray Rogar 15ml15 Lit of Water
GROUNDNUT FERTILIZER,RECOMMENDED TO APPLY ZYPSUM 200KGACRE
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
yellowing leaf control,spray  hirakachi powder 100 gmpump
TELL ME WEED CONTROL IN GROUDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
attack of white grub in groundnut,use phartera 4 kg  acer for controlling white grub in groundnut
TELL ME ABOUT ROOT ROT CONTROL IN GROUNDNUT,250           5    2
ask about leaf eating caterpillar control in groundnut crop,EC 0
GROUND NUT TOBACCO CATTER PILLER,RECOMMENDED TO USED CHLORIPYRIPHOS 6MLLITRE FOR ROOT DRENCHING
SEED TREATMENT OF GROUNDNUT,WITH CARBENDAZIM 2 GRAM PER KG SEED TREATMENT OF GROUNDNUT
Asked about caterpillar sucking pest management in groundnut,:       :      2
ASKING ABOUT SOME GROUNDNUT VARIETY NAME,- - -   - - -                                         - - -
TOBACCO CATER PILLAR MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
Farmer asked Larvae control information of Groundnut crop,SG  10
--TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,15
