QueryText,KccAns
Leaf caterpillar in groundnut,recommended for the spray of profenophos at the rate of 2 ml in 1 litre of water
seed treatment,Thiram 45 gm1 kg seed
Attack of Leaf Miner,spray polytrin C 35 ml 15 ltr water
TELL ME ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,250
groundnut thrips and whitefly management,recommended for fibronil 2 ml 1 litre of water
ASKING ABOUT STEM ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER
Asking about Stem rot in groundnut,Recommended for soil apply Trichoderma viride 1kg  FYM 50kg  ac
WANT TO KNOW ABOUT HOW TO CONTROL COLLAR ROT IN GROUNDNUT,SPRAY   COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER
FERTILIZER MANAGEMENT IN GROUNDNUT,FERTILIZER MANAGEMENT IN GROUNDNUT: RECOMMENDED TO APPLY GYPSUM 200KGACRE
Registration successful,Registration successful
TELL ME FERTILIZER DOSE IN GROUNDNUTSTANDING CROP,FOLIAR SPRAY OF THIO UREA 1 GRAM PER 10 LITRE WATER
whitefly in groundnut,recommended for spray dimethoate 2 ml  littero fwater
red mite control,tumhi dicofol 2 mililit cha vapar kara
GROUND NUT  STEM ROT,SAAF 400 GRAM  ACRE
Iformation regarding how to control termite in moongfali,Iformation regarding how to control termite in moongfaliBroadcast 15 Ltr chlorophyriphos in 25 kg sand  per acre
WHITE FLY IN GROUND  MUT80,RECOMMENDED TO SPRAY TRIAZOPHOS  300 ML PER ACRE
preventive measures for pest control in groundnut,spray neem ark 30 ml  15 liter of water for groundnut
black spots,recommended blitox 30g2gplantamycin10liter
Farmer asked about attack of sucking pest in groundnut crop,36 SL
VARIETIES,TMV-2 AK-12-24 SMRUTI
ASked about suitable variety for this season in groundnut crop,:       :    -   7 VRI 2 VRIGn 6 TMVGn 13
Farmer asked fungus control information of Groundnut crop,WDG
ROOT ROT IN GROUNDNUT,RECOMMENDED TO DRENCH THE SOIL WITH RIDOMIL GOLDMANCOZEBMETALAXYL25 GRAM PLANTOMYCIN 1 GRAM PER 1 LITRE WATER TO CONTROL ROOT ROT IN GROUNDNUT
Asking about Groundnut top dressing fertilizers,Recommended for Apply gypsum - 75 kg  Borox - 4 kg acre
FARMER ASKED ABOUT VARIETIES OF GROUND NUT CROP,:              -        -  -    -  -
TELL ME SEED RATE OF GROUNDNUT,20-25 KGBIGHA GROUNDNUT
GROUNDNUT  SUCKING PESTS,GROUNDNUT  SUCKING PESTS : RECOMMENDED FOR TO DIMETHIOATE OR FIPRONIL 2 ML PER LITER WATER
farmer want to know information about how to control sucking pest in   groundnut crop,imedachlorprid 5-7 ml at 15 liter of water
ground nut leaf spot,spray carbendizium 2glt
Asking about root grub and termite control management in groundnut,:      50                   20
tell me leaf miner control in groundnut,SPRAY OF INDOXACARB 5 MLLITRE
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT,5     2
ASKED ABOUT SOIL TEST,ADVICE TO CONTACT WITH ADAKPS BLOCK
TELL ME LEAF BORER CONTROL IN GROUNDNUT,SPRAY INDOXACARB 145 SL 05 MLLIT WATER
farmer asked query about  root grub management in ground nut,recommended to use PHORATAE  10 OR CARBOFURAN  3G  6 KGACRE
SEED TREATMENT IN GROUNDNUT,APPLY THIRAM OR BAVISTIN 2GM KG OF SEED
Farmer asked white fly control information of Ground nut,SP
Ask about larvae control information,Suggested: Lambda cyhalothrin 25 EC 20 mlpump spray
Asking about harvest index of groundnut,:     :
AGRIL MESSAGE,WE ARE REGISTER IT
tkka leaf spot in groundnut,spray SAAF 2gmlit of water leaf roller in groundnut : spray profenophos 2mllit of water
FARMER ASKING ABOUT FERTILIZER SPRAY FOR GROWTH GROUNDNUT,-           -45 30
asked about attack of caterpillar on groundnut,Spray Profex super 30 ml15 liter of waterProfenofos Cypermethrin-Nagarjuna
attack root rot on groundnut,root rot on groundnut  -drenchig  Redomil Gold 30gm15Lit of Water
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY CALCIUM NITRATE  1 KG PER ACRE
WEED MANAGEMENT IN GROUNDNUT,SPRAY Pursuitimazethapyr-30 ML 15 liter of water
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,2
Farmer needs information regarding how can we control girdle beetle in  groundnut  crop,-      15
Farmer asked fungus in root control information of Groundnut Crop,EC   200
GROUNDNUT LEAF SPOT,RECOMMENDED TO SPRAY  HEXACONAZOLE 400MLACRE
fungal control in groundnut,EC -         EC 20       EC 10
ground nut fertilizer management -,ground nut  sowing time- june  - july
TELL ME INSECT CONTROL IN groundnut,USE IMIDACHLOPRID 178 SL 1 LITERHACTOR IN ROOT ZONE WITH IRRIGATION
tell me control of disease in groundnut,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Asking about Gypsum Fertilizer information,:      :
Farmer asked query on Weather,:       :         34      26     7
Farmer asked Spotted bollworm problem in  gnut crop,EC
Problems of flower loss in the Groundnut crop,40ml 120
QUERY ON WEED MANAGEMENT IN GROUND NUT,RECOMMENDED TO DO WEEDING WITH HELP OF LABOUR
Asking about Groundnut seeds treatment with chemicals,:          :        4     2
FARMER ASKED QUERY ON GYPSUM APPLICATION TIME IN GROUNDNUT,RECOMMENDED TO GYPSUM APPLICATION TIME IN GROUNDNUT-40-45 DAYS OLD CROP
Asked about CO 7 groundnut variety released year,: CO 7     : 2013
TELL ME USE OF CHLOROTHALONIL 75WP,75  WP  2
root rot in ground nut,spraying saff 400gacre
Farmer asked query on Weather,:    -       : :           29  C    22 C      8
White grubs in groundnut,recommended for the spray Chlorpyrifos 2mllit of water
groundnut sucking pest,dimethoate at 2ml in 1 liter water
ASKED ABOUT WEED MANAGEMENT OF GROUNDNUT,WEED MANAGEMENT OF GROUNDNUT: SPRAY Pendimethalin 30  EC 1 LITER ACRE  AS A PRE EMERGENCE HERBICIDE
asking about groundnut sucking pest management,recommended for spray daimethoiate - 2 ml lit of water
TELL ME CONTROL OF TIKKA  GREEN CATTER PILLOR IN GROUND NUT,SPRAY OF MENCOJEB 2GM PAR LITAR WATERSPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
TELL ME DISEASE CONTROL IN GROUNDNUT,80  2
white grub on groundnut,white grub on groundnut  - fertera 4 kg acre
groundnut varieties,VRIGn5 VRIGn 6 TMVGn 13
Tell about seed rate of Groundnut,28-30
TELL ME ROOT ROT CONTROL IN SOYABEAN,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
ask for white grub in gnut,drenching chlorpyriphos 25 ml per pump
groundnut nutrient management,recommended to spray multi-k 13-0-45 one kg acer
seeds r available,contact to hort dept
TELL ME ROOT ROT CONTROL IN GROUND NUT,CARBENDAZIM 250 GM PER BIGHA USE IN ROOT ZONE
Leaf miner in ground nut,Recommended for spray Profenophos 2 ml   Teepol 1 ml litre of water
season,Coastal: 15th November - January end
Farmer asked query on Weather,:    -      : :              30  C    21  C     6
Asked about Zypsum dosage for groundnut,Suggested to apply 200 kilos per acre at flowering stage
foliar spray for groundnut : spray DAP 2kgammonium sulphate 1kgpotash 1kgac,foliar spray for groundnut : spray DAP 2kgammonium sulphate 1kgpotash 1kgac
IRON DEFICIENCY CONTROL IN GROUND NUT,RECOMMENDED TO SPRAY  FERROUS SULPHATE 3GM CITRIC ACID 1 GM  1 LITER OF WATER ACRE ORRECOMMENDED TO SPRAY AGROMINIMAX 3 GRAMS 1 LITER OF WATER
APHID OF GROUNDNUT,RECOMMENDED SPRAY ROGOR2MLLIT
Farmer asked termitewhite grub control information of Groundnut Crop,EC 350-
FARMER ASKED QUERY ON SUCKING PESTBORER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY LAMBDA CYHALOTHRIN  THIAMETHOXAM ALIKA 80 ML 200 LITRES OF WATER  ACRE
TELL ME LEAF CONTROL IN GROUNDNUT,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
TELL ME CONTROL OF COLAR ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE
Basal fertilizer management for groundnut,recommended apply DAP 5Okg  gypsum 75 kg ac
plant protection,use jypsam
Alternaria leaf disease in groundnut crop,Spray Mancozeb 75 WP  2 gramlitre of water
GROUNDNUT FERTILIZER RECOMMENDATIONS,RECOMMENDED TO APPLY GYPSUM 200 KGSACRE
ASKING SEED RATE FOR GROUND NUT,SEED RATE FOR GROUND NUT  - 40 KG ACRE
aphids in groundnut,spray dimethoate 2 ml per litre water
Ask about all type of pest control in ground nut crop,40         ppm
Asking about leaf spot disease management in groundnut,Recommended for spray SAAF carbendazim  mancozeb  2 g  litre of water
attack of bihari hairy caterpillar on groundnut,bihari hairy caterpillar on groundnut -Spray Profex Super 30 ml  15 lit of water
GROUND NUT ROOT ROT DAMAGE,MANCOZEB M-45 2 GRAM  LITER WATER
Asking Abt Gnut Growth Prmoters,I Suggested the IAA IBA GA-3
Information regarding sowing  time of groundnut,July to August is best time of sowing
BLIGHT,BAVISTIN  2GLT  MONOCROTOPOS  1MLLT  COROGEN  30ML1OOLT
TELL ME DOSAGE OF ZIPSUM,APPLY 250KG ZYPSUMHAC
Farmer asked query on Weather,DRY WEATHER
NUTRIENT MANAGEMENT,2
asked about market rate of groundnut,market rate of groundnut -- -
Attack of White Grub,soil application of  Fertera 4 kg acre
Asking about Groundnut foliar spray application Groundnut Rich,:       :  TNAU    2  200
TELL ME ROOT ROT CONTROL,PLS GIVE CARBANDAZIM-250GMBIGA WITH IRRIGATOIN
Asking about Groundnut top dressing fertilizers,:  :  - 75     - 4
Asking about leaf miner in ground nut,Recommended for spray Profenophos 2 ml Teepol 1 ml litre of water
Asking about foliar spray for plant growth regulator ground nut,Recommended for spray DAP 20 ml litre of water
TELL ME WEED CONTROL IN GROUNDNUT,NO USED HARBICIDE IN GROUNDNUT AFTER GARMINETION
Farmer asked mancozeb dose  information of groundnut,WP -
ASKING ABOUT CONTROL OF ROOT ROT IN GROUNDNUT,SPRAY   THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER
mugfali ki jhad me kida lag raha he,cartab hydrocloraide 8-10 kg acre dalia
want to know about weather report information,possibility of rain and drezzils in the date of july 3 to july 8
root rot in ground nut,recommended spray with copper oxy chloride 3 grams for 1 litre water
asked about attack of white grub,PhorateThimet 10 gm 10kgAcre Application
FERTILIZER DOSE FOR GROUNDNUT,APPLY 22 KG UREA  50 KG JYPSUM ACRE
groundnut,groundnut spray mancozeb 2gl
Farmer asked termitewhite grub control information of groundnut,--           EC
TELL ME INSECT CONTROL IN groundnut,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
root rot in groundnut,BAVISTIN 250 GRAM  LITTER WATER SPRAY
TELL ME ABOUT  INSECT CONTROL IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
fertilizer,urea DAP
Asked about Groundnut rich spraying days  for Groundnut,:        :     TNAU   2   200
ground nut richi detail,ground nut richi 25 kg  200lit of water ac
Asked about Sucking pests management for Groundnut,:       :  2  1
HOW TO INCREASE FLOWER INITIATION IN GROUNDNUT,N-TRIACONTANOL
Attack of Thrips,Spray Roger 15 ml15 Liter of WaterDimethoate-Cheminova
nutrient management,RECOMMENDED DAP APPLICATION
Ground nut aphids control,Recommended for spray Imidacloprid 178  SLConfider1 ml  lit of water
Asked about Water management in groundnut,Suggested to sprinkle water after 2-3 days
about ineormation menthe,kissan bhai kai bhi dava nahi padegi
Information about weed management in groundnut crop,35  40
FARMER ASKED ABOUT WEED MANAGEMENT IN GROUNDNUT,--     :  10                 2      20
GROUND NUT ROOT ROT,RECOMMENDED TO SPRAY METALAXYL RIDOMIL 200 GRAMS PER ACRE
fertilizer,gypsum400kghectare
GROUND NUT FERTILIZERS APPILICATION AFFER 30DAYS,RECOMMENDED SPRAY 200KG GYPSUM PER ACRE
TELL ME WEATHER INFORMATION OF GANGANAGAR,RAIN FALL  MAY BE NOT OCCER UP TO 5 DAYS IN YOUR DISTRICT
TELL ME TERMITE CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE
FARMER ASKED ABOUT YELLOWING OF  groundnut,40
ROOT ROT IN GROUNDNUT,SPRAY MANCOZEB  METALAXYL RIDOMIL 25 GRAM PER 1 LITRE WATER
varities,jpbd-4 k-134
Farmer wants to know information about how to increase pod growth of groundnut crop,:: 0:52:34
LEAF EATING CATERPILAR IN GROUND NUT,SPRAY CHLORPYRIPHOS 2 MLLITRE OF WATER
soil crust problem,do soil testing
Asking about Micro nutrient application for Groundnut,:        :     30
ask for fungus problem in ground nut,suggest: bavistin 30 gmpump dranching
sowing distance of groundnut,kisan bhai moongfali me line -to line 30 cmor podha se podha ki doori 4 cm rakhte hai
BLACK SPOTS,mancozeb 600 gr
Asking about Zinc deficiency in Groundnut,:      :    5
Farmer asked query on Weather,:    -        : :           35  C    24 C     9
WHITE CRUB IN GROUNDNUT,WHITE CRUB CONTROL IN GROUNDNUT CARTAP HYDRO CHLORID 3 -4 KG PRATI BIGHA KAM LEVE
Farmer asked query on Weather,33       10
Asking about Sesame season,Recommended for Anipattam-June-July
asking about ground nut foliar spray,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 lit
TELL ME TERMIT CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
FARMER ASKED ABOUT ATTACK OF  WILT ON GROUNDNUT,-
TELL ME GROUNUT DIEASE CONTROL,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Asked about Pest management in ground nut,suggested to spray chloropyriphos  2ml per lit of water
FARMER ASKED QUERY ON SINGLE SUPER PHOSPAHTE DOSAGE IN GROUNDNUT,RECOMMENDED TO APPLY SUPER PHOSPATE 100 KGSACRE
GROUNDNUT ROOT ROTTING,GROUNDNUT ROOT ROTTINGDRENCH COC 2MLLT OF WATER
Farmer asked growth problem in groundnut  crop,-
Please give me weather information,Shrimanji aapke shetra me dinank 12 june se 16 june tak badal chaye rehne ke sath-sath halki-fulki bunda-bandi rehne ki sambhawna hain
asking about dry root rot in groundnut,recommended for soil drenching carbendazim 2gmlit
disease in ground nut,kisan bhai apne khet me carbendazim 2 gram liter panii ke sath spray kare
TELL ME ABOUT TIKKA  DISEASE CONTROL IN  GROUNDNUT,2
Asking about Leaf hopper control management in Groundnut,:      :  2    1
Tikka disease of Groundnut,Recommended to spray Mancozeb 75 WP 4gm per litre of water to control Tikka disease of Groundnut
TELL ME ABOUT GROUNDNUT IRRIGATION PROBLAM,TIMELLY IRRIGATION IN GROUNDNUT
TELL ME ABOUT INSECT CONTROL IN IN GROUNDNUT,--      178   1
ASKED ABOUT G NUT CULTIVTION,-  -  -    --     ------ -- -
Asked about  pest management in groundnut,Suggested to spray  imidacloprid 05mll
Seed treatment in ground nut,treatment - treat the seed 8 days before sowing with captanthiram 2 gram or carbendazim 25 gramkg seed and Imidaclpprid  2 g pe kg of seed
TELL ME SEED TRIETMENT OF GROUNDNUT CROP,USE CARBENDAZIM 2 GM PER KG SEED
Asking about Groundnut top dressing fertilizer management 45 days,:     : :  6    12
Farmer asked  Fertilizer dose information of Groundnut crop,-    150   --- 60
TRELL ME WEATHER REPORT IN JAIOPR,RAIN POSSIBILITY IN NEXT 5 DAYS AND  CLOUDY SKY
ASKED ABOUT HERBICIDE FOR GROUNDNUT,HERBICIDE FOR GROUNDNUT - SPRAY GOAL - 20 ML  15 LITRE WATER
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,259   1
GROUND NUT CATERPILLAR,PROPHENOPHOS  2MLLTR AND MANCOZEB  2GMLTR
HERBICIDE,SPARY ATTRAZIN OR PRNDAMETHILEAN
TELL ME ABOUT WHITE GROUB CONTROL,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
PEANUT BUD NECROSIS IN GROUNDNUT,grow jowar or bajra around groundnut to prevent spread of pea bud necrosis
INFORMATION REGARDING VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT  : MH-4  MUNGFALI HARYANA -4   PUNJAB MUNGFALI -1
TERMITES,CHLOROPYRIPHOS DUST 10KG1ACRE
Ask about weed control in Groundnut crop,Shaked
WEED MANAGEMENT IN GROUNDNUT,WEED MANAGEMENT IN GROUNDNUT- MANUAL WEEDING IS RECOMMENDED
Ask about fungal issue in groundnut,EC -
how to treted of seeds,thairam 3gm1kg seed  some water
ground  nut pest,chloropyriphos 2 ml per liter
Farmer asked query on Weather,:   -     : :            30  C    23  C     8
Asked about Groundnut Irrigation management,:      :  4  5
Ask about sucking pests problem in crop  Jassid Aphid White Flies,WG   WS 8
TELL ME ABOUT WEEDICIDE USE IN GROUND NUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
Farmer asked Varieties information of Groundut crop,:-  :- -  -  -     TG-   TAG-
fungal,blue copper-
Aphids Attack,ACTARA 5 GMRODOMILGOLD 30 GM15 LITER WATETR
TELL ME  WEED CONTROL IN BAJRA,YOU CAN NOT USE HERBICIDE IN STANDING CROP OF BAJRA
FRAMER ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,50  250
MUGFALI ME UKHTA DISEASE HE,mancozeb 15glit panispary
Ask about water logging problem in Groundnut crop,-
FARMER ASKED ABOUT SUCKING PEST IN  GROUNDNUTE,5 SC
Information about control of insect in groundnut crop,Quinalphos 25 EC  2 ml
fe deficiency,annabedi zinc acephate nuvan
tikka disease,spray mencozeb  2gmlt of water
TELL ME PEST CONTROL IN MUNG PHALLI,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
Groundnut Leaf eating Caterpillar,RECOMMENDED TO SPRAY MONOCROTOPHOSNUVACRON PHOSKIL LUPHOS 400 ML PER ACRE
weed management in groundnut,spray pendimethalin 800mllit
thikka leaf spots in ground nut,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE
tell me yellwo mogec diease groundnut,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
groundnut weed management,recommended for the spray   Imazethapyr 300ml acre
Farmer asked query on Weather,1      6     2
TELL ME ROOT  ROT DISESE CONTROLL IN,APPLIED BAVISTEN 250 GM BIGHA  WITH IRRIGATION WATER
Asking about Stem rot and Nematode control in groundnut,:        :   1   1    20
Asked about Grasshopper management in Groundnut,:       :    3    1
FERTILISER DOSE OF GROUNDNUT,APPLY DAP 35KGMOP 27KGUREA 4KGACRE
ASKED ABOUT SUCKING PEST ATTACK ON GROUNDNUT,- :-   -
black root rot in groundnut,bavistin 250gmbigha
Asking about groundnut leaf caterpillar managment,1
pacha purugu,spray tracer 75 gmacre
Farmer asked about flowering in groundnut,-
FOR GROWTH OF GROUNDNUT PLANT,SPRAY MULTU-K 75G PER 1LTR WATER
Farmer asked fungus in root control information of groundnut,WP -
ground nut leafspot,coc30grm10lit water
ATTACK OF SUCKING PEST ON GROUNDNUT,-         -
Ask about fungus problem in Root,vigha with water treatment
Farmer asked query on Weather,THERE IS CHANCE OF  CLOUDY WEATHER  NO  SHOWERS IN YOUR AREA
TELL ME WEATHAR INFORMATION JHALAWAR,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
CONTROL OF FOOT ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER
WHITE GRUB IN GROUNDNUT,WHITE GRUB IN GROUNDNUT -SPRAY CHLORPYRIPHOS 20EC 2ML1 LITRE WATER
ASKING ABOUT CONTROL OF STEM ROT IN GROUNDNUT PLANTS,SPRAY AZOXYSTROBIN 23 SC  1 MLLIT OF WATER
TELL ME CONTROL OF ROOT ROT IN GROUND NUT CROP,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Provide information about motha weed control in groundnut crop,-
Late leaf spot Groundnut,Recommended for spray Carbendazim 2 g  litre of water
asked about weed control in gnut,tag flex -  400 ml  acre
ground nut sucking pest management,ground nut sucking pest management : RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITRES OF WATER ACRE
TELL ME NUTRIENT MANAGEMENT,2  3       3
Asked about leaf spot management in Groundnut crop,:         :       2
