QueryText,KccAns
ASKED ABOUT SEED SPACING OF GROUNDNUT CROP,-
fertilizer for groundnut,:
mungphali ke poudhe ka galana,Hexaconazole 5 EC ki matraa- 2 ml litar pani ke sath milaakar sprey kare
TELL ME ROOT ROT CONTROL IN groundnut,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Asking about stem rot groundnut management:,Recommended for spot trenching with carbendazim 2g litre of water
TELL ME INSECT CONTROL IN GROUNDNUT,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL FOR CONTROL OF WHITE GROUB
Asking about waiting period between pesticide  nutrient spray,:          :
Farmer want know information about how to control sucking pest in groundnut Crop,178  SL 5-7 ml
SEED RATE,100 KGHA
aphids,actra 5gmpump
Farmer need information regarding control measures of white grub attack in groundnut Groundnut crop,-
ASKED ABOUT TO NUTRIENT MANAGEMENT GROUNDNUT,4    10
Farmer asked termitewhite grub control information of ground nut crop,GR
Asking about Irrigation management for Groundnut,:    :
ask about larvae problem in cotton,10 SC     ZC  8
leaf feeder ground nut,Recommended for leaf feeder ground nut spray chlorprriphos 2 ml neem oil 3 ml teepol 1 mlliter
TELL ME TER MITE CONTROL OF GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Farmer asked fungus control in groundnut root,:
Farmer asked query on Weather,5      27
Asking about red spider mite management in groundnut,:      :  2
WEED IN GROUNDNUT,WEED IN GROUNDNUT  - PARSHUIT SPRAY
Asked about Leaf miner and Hairy caterpillar management for Groundnut 20 days,:        :  2  1
PLANT PROTECTION RELATED QUERY,--   Profenofos 40Cypermethrin 4 EC 2
Farmer Asked sucking pests control information of groundnut,50    -
PLS TELL ME SEED TREATMENT IN GROUNDNUT,YOU SHOULD BE USE TRICODERMA 10GMKG SEED
ABOUT THE GROUNDNUT TOBACCO CATERPILLER MANAGEMENT,advised to spray CHLORIPYRIPHOS  500 ml per acre
dose,apply urea 3 bag per acre
leaf miner in Groundnut,Spray quinalphos 2ml  lit of water
want to know about weather report information,cloudy Weather rain and drizzles in the date of june 23 to june 29
fertilizers,give information
Groundnut leaf miner,Recommended for spray Malathion 2 ml lit of water
caterpillar in groundnutspray quinalphus 2 ml per  1 ltr water,caterpillar in groundnutspray quinalphus 2 ml per  1 ltr water
Farmer asked query on Fertilizers  management in Groundnut,RECOMMENDED TO SPRAY UREA 15-018 kg Acre
Asked about plant protection in groundnut,Recommended to Spray quinolphos 05ml per lit of water for borrers
Farmer asked query on Weather,Weather forecast in bargarh district at ambabhona  block - There is possibilities of very very rainfall for next five days with partly cloudy weather Tomorrows expected maximum temperature is 41 C and minimum temperature of 26C and wind speed is likely to run at 7 kmh
ask about ground nut information,--
TELL ME ABOUT WHITE GARB CONTROLIN GROUNDNUT,25   4
Ask about seed treatments of White Grub in groundnut,SLFS  mili        30  FS
Farmer asked query on Weather,:   -     : :             36  C    25 C     6
TELL ME  UREA DOSE IN GROUNDNUT IN FRIST IRRIGATION TIME,UREA DOSE IN GROUNDNUT IN FRIST IRRIGATION TIME 15 KG PER BIGGA
groundnut,groundnut apply gypsum 200 kg per acre
ask abt var,suggetsed gg-20114
GROWTH FOR GROUND NUT,RECOMMENDED TO SPRAY MULTI-K 1 KGACRE
sowing of kharif  groundnut,kharif  groundnut-june -july
Groundnut seeds availability information,Recommended for contact to block level agricultural office
varities of groundnut,varities of groundnut  TAG 24 SB 11 Daptari
farmer asked query about on leaf folder management in ground nut,recommended to spray quinolphos 400 mlacre
WEED CONTROL OF GROUND NUT CROP,MANUAL WEED CONTROL KARE
ask about wilt in gnut,I suggested apply copperoxicloride 40 gram  15 liter
MONGFALI KI JANKARI DE,125 kgha
TELL ME DIMAK CONTROL OF GROUNDNUT,termite control in GROUNDNUT USE choloropyrifos 20 EC 4 LITER PER HA WITH IRRIGATION
patti ko kide kha rhe hai,monocrotophos ka 20 mllit ka spray kara de
Aphid problem in groundnut,spray of Chlorpyrifos 20EC 400 miliacre
TELL ME APHID CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Farmer asked query on Weather,DRY  WEATHER IN YOUR AREA AND NO CHANCE OF RAIN
Protection from monkey from groundnut,Suggested to ferment the cow dung  cow urine and garlic for 5 days then after put it in a small container and put it in the field
attack of mava,Spray Actra 5 gm15 Lit of Water
varities of sowing,you can sowing groundnut varities jl -24 for jan moths
Leaf folder in Groundnut,Recommended for spray profenophos 2 ml  azadiractin 3 ml litre of water
TELL ME VARIETIES IN GROUNDNUT,GG-20CHANDRATG-37
FERTILIZER APPLICATION IN GROUNDNUT,RECOMMENDED TO APPLY 200 KG ZYPSUM
about zinc deficiency,recommended to spray of zinc sulphate 2 grams per litre
TELL ME CONTROL OF LEAF BORER IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
Disease in Groundnut,Disease in Groundnut - Advised to call with proper symptoms
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT HAZY SUNSHINE WITH FOG
Asked about aphids management  in groundnut,:      :    2
Ask the fertilizer dose in groundnut,Advice to apply 125- 25- oo kg NPK per ha
Farmer asked query on Weather,-            28C    14C     9
Asked about plant protection,Spray Dimethoate 30 EC 2 mllit water
TELL ME ABOUT LOW GROWTH IN GROUNDNUT,SPRAY OF MICRONUTRIENT 4 GM PER LITER WATER
TELL ME INSECT CONTROL  GROUNDNUT,15
Information regarding weather in fatehabad,some clouds and some chance  of rainfall today
CONTROL OF POD BORER IN GROUNDNUT,RECOMMENDED FOR SPRAY  ACEPHATE 75 SP  15 GM  2 LIT OF WATER
Asked about Foliar spray for Groundnut,:        :     TNAU   2   200
weed management groundnut,recommended to do hand hoeing
Asked about plant protection in  groundnut,water
ROOT ROT IN GROUND NUT,SPRAY SAAF 2 GRAM  PLANTOMYCIN 1 GRAM IN 1 LITER OF WATER
Information about improved varieties of Groundnut crop,-
asking about Tobacco Cutworm control in groundnut,recommended for spray Chlorantraniliprole 3 ml10 lit of water
TELL ME LEAF BORER CONTROL IN GROUNDNUT,DUSTING OF METHYL PARATHIAN 2 25 KG PER HA
ASKED ABOUT FERTILIZER DOSE,SPRAY PERSUT 15 ML IN 15 LITER WATER
YELLOWING IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Groundnut Tobacco caterpillar,RECOMMENDED TO SPRAY NOVALURANINDOXICARB PLITHORA 350 ML PER ACRE
SUCKING PEST IN GROUND NUT,DIMETHOATEROGAR   ROGARIN  400MLACRE
tell me control of yellow color in groundnut,5     1          SPRAY OF FERUS SULPHATE 5 Gm PER LITER WATER
Farmer asked Aphid problem in groundnut crop,50 SC
ASK FOR WHITE FLY CONTROL IN G NUT,I SUGGESTED TO SPRAY TRYZOPHOS 30 MILIPUMP
Farmer asked query on Weather,BIKANER KOLAYAT                     35    19     9
ASKED ABOUT TO  ABOUT DISEASE CONTROL IN  GROUNDNUT,8   64      2
groundnut variety,groundnut variety--tag-24daftaritg-26
Asking about leaf spot in groundnut,:     :      2
TELL ME FERTILIZERS FOR FERTILIZERS,UREA AND SSP
Farmer asked query on Weather,41      9      4
TELL ME ROOT RO DIEASE CONTROL IN GROOUND NUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Fertilizer kghagnut,BASAL DOSE- AMMONIUM SULPHATE 80KG  SSP 150KG gnut
moongphali ko pain se sukha sakte hi,sukha sakte hai
Asked about Sucking Pest management in Groundnut,:       :   2    1
leaf folder in ground nut,recomended larvin 15 gm liter water
ask for groundnut heliohtis information,suggest: spray quinalphose 25mlpump
Fertilizer,140kg Suphala50kg SPACER
Farmer need information regarding how to enhance quality of ground nut crop which is stunted,0:0:50                I
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,5   1    2
farmer had enquired about variety of groundnut,variety of groundnut are phule unapTAG-24
Information regarding pest control in groundnut crop,Carbofuron 3G  8 kg
fetilizer for ground nut,use urea 25kgekar
fertilizer dodse for gnut,1bag dap acre
asked about the chlorosis in g nut,I suggested to apply feso4 in the field
BACTERIAL CULTURE FOR SOIL,recommended to apply  Phosphobacteria with 25 kg of FYM and 25 kg of soil before sowing
weed management in groundnut  4 days,recommended not to spray any herbicide do hand weeding
TELL ME ABOUT YELLOWING CONTROLE IN GROUND NUT,SPRAY OF MICRONUTRIENT 4 GM PER LITER WATER
asked about water management for groundnut,water management for groundnut - after wafsa condition irrigate crop
TELL  ME Leaf BORER CONTROL IN Groundnut,SPRAY OF  ACEPHATE 75 SP 2 GM LITTER WATER
leaf curl in groundnut,Spray mancozeb  carbendazim SAAF 2 gm  lit of water
asking about groundnut termite management,recommended for  chlorpyriphos 2 ml 1 litre of water
ASKED ABOUT INFORMATION GROUNDNUT CROP,SPRAY REDOMIL GOLD 30 GM 15 LITET WATER
farmer asked about Thiamethoxam 30 FS use in groundnut,Thiamethoxam 30 FS  is a systemic seed treatment insecticide It provides control of a wide range of early season sucking and chewing leaf-feeding and soil-dwelling insect pests
want to know about weather report information,cloudy Weather drizzles in the date of july 1 to july 4
ground nut thrips management,recommended for spray daimethoate 2 ml   lit of water
Asking about weather forecast,Cloudy Weather  No Rainfall Chances Today
Farmer asked query on Weather,5                 30     15
GROUNDNUT VARIETIES,K-456-GROUNDNUT VARIETIES
Information about variety of Groundnut,--86 -44-1
COLAR ROT CONTROL IN GROUND,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Farmer asked termitewhite grub control information of Groundnut Crop,5   150
TELL ME CONTROL OF BLACK LEAF IN COTTON CROP,SPRAY OF PROPINEB 2 GRAM PER LTR WATER
ask for gnut white garb,Chlorpyriphos 4 litreha
crops tobe grown,safflower
post emergence herbicides in groundnut crop,RECOMMENDED TO SPRAY IMAZITAPYR  WEEDBLOCK PURSUIT 300 ML PER ACRE
groundnut me uktha se bachav ke liye kya kare,groundnut me uktha se bachav ke soil and seed treatment kare
TELL ME BLIGHT CONTROL IN Groundnut,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER
fertilizer dose of groundnut,ADVICE SOIL TEST
Asking about Root rot in groundnut,Recommended for soil apply Trichoderma viride 1kg  FYM 20kg  ac
groundnut pest,spray acitamapride 025mlliter of water
ground nut stem rot:,ground nut stem rot:recommended mancozeb 400grmacre
ASKED ABOUT TO RAT CONTROL IN groundnut,20     80
VARITIES,TAG-24SB-11
ATTACK OF LEAF EATING CATERPILLAR,Spray Profex super 30 ml15 liter of waterProfenofos Cypermethrin-
information regarding to control of dry root in groundnut,700 gram bavastin mix with 25 kg sand  spread it over one acre then irrigate
SEED TREATMENT FOR GROUNDNUT,TREAT THE SEED WITH PROPICONAZOLE AND SOW IT AFTER A DAY
FARMER ASKED ATTACK OF ABOUT BLIGHT CONTROL  ON GROUNDNUT CROP,30  15
asking for the fertilizer requirement in groundnut,recommended for the application of 75 kg gypsum and 4 kg borax per acre
ABOUT COLAR ROT IN GROUNDNUT,APPLY KARBANDEZIM 250 G BIGHA
Asked about Nutrient management in Ground nut,Zinc sulphate- 4 kgacre Borax- 4 kgacre Gypsum- 200 kgacre
asking about Groundnut caterpillar management,recommended for spray Profenophos 2 mllitre of water
Farmer asked Larvae control information of  Groundnut Crop,SG 7-8
APHIDS IN GROUNDNUT,RECOMMENDED TO SPRAY DIMETHOATE 2 MLLIT WATER TO CONTROL APHIDS IN GROUNDNUT
CONTROL OF LEAF CATERPILLER IN GROUNDNUT,SPRAY CARTAP HYDROCHLORIDE 50 SP  1 GMLIT OF WATER
sowing time of groundnut,sowing time of groundnut- jan to feb
dry root rot in groundnut,application of trichoderma viride 1 kg per acre by mixing with 20 kg of FYM
groundnut growth,recomended to multi k 1kgacer
Farmer wants to know information about how to control white grub in groundnut,Recommended for to control  white grub in groundnut  apply phorate 10G  125kghac
groundnut fertilizers recomendation,give urea 20 kgs and potash 30 kgs per acre
asking about groundnut leaf miner management,recommended for Malathion -2 mllit of water
ASKED ABOUT TO CONTROL OF WEED IN GROUNDNUT,2          -
Hadda beetle management in groundnut,Recommended for spray malathion 2 ml  neem oil 3 ml  litre of water
Groundnut Tobacco caterpillar management details,recommended for spray chlorpyriphos 2 ml  lit of water
TELL ME CONTROL OF FLOWER DROPPING GROUNDNUT,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER
fertiliser dose,N 8KGP 16KGK 16KGACRE
Farmer asked Varieties information of Ground nut crop,:-  :-  -   -  -  -    :-  -  -  - 37  45
ask for gntu wilt,suggest:sprey mencozeb 30 gmpump
ask for groundnut tellowish problem,suggest:spray mancozeb 35gmpump
SEED TREATMENT TO GROUNDNUT,-   -
ground nut root rot management,ground nut root rot management : RECOMMENDED TO DRENCH  COPPER OXY CHLORIDE  3 GMLIT OF WATER
information regarding water requirement in groundnut,90
tikka disease in groundnut,recommended to spray ridomil-2gmlit of water
TIKKA DISEASE IN GROUNDNUT,TIKKA DISEASE IN GROUNDNUT- SPRAY MANCOZEB 2GM PER 1 LITRE WATER
GROUND SEED PLANTER,APPLY TO BLOCK OFFICE
Ask about use fertilizer information in Groundnut crop,DAP 20     90 3
TELL ME COLOUR ROT CONTROL IN GROUNDNUT,400 GRAM KARBANDAZOM
GNUT VARITIES,LOTONI VARITIES-KADIR 1PUNJAB 1M-13
TELL ME SEED TREATMENT IN GROUNDNUT,USE CHLOROTHELONIL 25 GM PER KG SEED USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
weather information,WEATHER REPORT:TODAY THERE IS CHANCE OF RAIN IN YOUR AREA
TEL ME YELLOWING CONTROL IN GROUND NUT,USE UREA WITH IRRIGATION
PLANTING OF GRNUT,PLANTING OF GRNUT -JANUARY-FEBRUARY
FARMER ASKING ABOUT FERTILIZER SPRAY FOR GROWTH -GROUNDNUT,-
Ground nut foliar spray,Recommended for spray ground nut 225 kgacre
Asked about leaf spot   brown leaf spot disease management in groundnut crop,:         :  1    1
Leaf miner in ground nut,Recommended for spray profenophos 2 ml Teepol 1 ml litre of water
Asking about Stem rot management in Groundnut,:      :     1   20
rust,plantavax 2gltr of water
Asking about Groundnut water management,:    :
Asked about Plant protection in Groundnut,Recommended to spray  Imidachloride   05 mlltr of water
Gram pod borer in groundnut,Recommended for Spray quinalphos 2 ml liter of water
GROUND NUT FERTILISER DOSAGES,GROUND NUT FERTILISER DOSAGES : RECOMMENDED TO APPLY GYPSUM 200 KGS ACRE
GROUNDNUT VARIETIES  INFORMATION,-- -
ASKING ABOUT SEED TREATMENT FOR GROUNDNUT,MANCOZEB 75  --  3 GM  1 KG SEED
Ask about Agrostar contact number,-
TERMITES IN GROUNDNUT,TERMITES IN GROUNDNUT-APPLY 12 KG CHLORPYRIPHOS DUST PER ACRE AT SEED SOWING
abt growth of groundnut,spray isabian 30 ml 15 ltr water
TELL ME WEED CONTROL IN GROUNDNUT,PENDAMETHELIN 3 LITTERHECTAR
asking for aphids control in groundnut,recommended:spray dimethoate 15mllitre
tell me control of blight in groundnut,12   63    2
weed control in groundnut,RECOMMENDED TO SPRAY PENDIMETHALINSTOMP 1-125 LITREACRE
FARMER ASKED ABOUT THE NUTRIENT MANAGEMENT IN GROUDNUT,80  2
Leaf caterpillar in Groundnut,Recommended for spray Chlorpyriphos 2 ml  litre of water
mausam,19 ko bari ki sambhavana hai
Farmer asked weed control in Groundnut crop,- 5 EC   25
ask about termites in ground nut,I suggested to drenching chloropyriphos for control termites in ground nut
Stem and root rot management in groundnut,Recommended for apply Trichoderma viride 1 kg  farm yard manure 20 kg  acre
Asked about Soil earthing days in Groundnut,:      : 40 -45
Asking about Tobacco caterpillar management in groundnut,:     : :   5  1
White grub in ground nut,Recommended for apply Carbofuran 4 kg neem cake 25 kgac
ASKED ABOUT TO NUTRIENT MANAGEMENT  GROUNDNUT  CROP,75     15
TELL ME CONTROL YELLOW LEAVES OF GROUNDNUT,SPRAY FERASH SALFET  5GMLITTER WATER
asked about soyabean seed treatment,for soyabean seed treatment take 3 gm bavistin or 3gm thiram for 1 kg of seed
farmer ask about low growth of ground nut,25  30 gm
TELL ME CONTROL TERMITE ATTACK IN BAMBOO PLANT,17      20 ML
farmer inquired about nutrient for ground nut,nutrient for ground nut Spray Boom flower 20ml15lit of Water
ground nut top fertilizer management,recommended for gypsum 80 kilo  acre
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,-- 50WP 1
FARMER ASKED QUERY ABOUT SEED TREATMENT TO GROUNDNUT,-
asking about Leaf caterpillar management in Groundnut,Recommended for spray profenophos  2mlneem oil teepol 1ml litre of water
TELL ME DISEASE CONTROL IN GROUNDNUT,USE CHLOROTHELONIL 25 GM PER KG SEED
Ground nut leaf hopper management,Recommended for spray profenophos 2mllitre of water
Asked about Water management for Groundnut,:       :
Information about termite control in groundnut crop,20  EC   1
GNUT SOWING  TIME,GNUT SOWING  TIME   JUNE
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,70   250       -
VARIETY,TAG-24
STATUS  OF MANSOON  RAIN,8 MM RAIN FALL ON TOMARROW
CONTROL OF STEM ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50WP  4 GMLITOF WATER
Asking about Early leaf spot in groundnut,Recommended for spray Carbendazim 2 gram litre of water
ASKED ABOUT TO INSECT CONTROL IN,80 05
CATER PILLAR IN GROUNDNUT,RECOMMENDED TO SPRAY QUINALPHOS 2 ML PER LITRE WATER TO CONTROL CATER PILLAR IN GROUNDNUT
groundnut basal fertilizer,apply super phosphate 150 kg  ac
Asked about nutrient management  in,Recommended to the farmer sparying of sugar solution
Asking about Ground nut foliar spray,:       :   2
FARMER ASKED QUERY ABOUT ATTACK OF SUCKING PEST,-
TELL ME ABOUT WHITE GRUB CONTROL IN GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
ASKED ABOUT TO CONTROL IN MUSTERD,12   63    2
information regarding control of root wilt in mungphali,give a dose of saaf  500 gm  25 kg of soilacre
TELL ME TRMIOT CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
TELL ME NUTRIENT MANAGEMENT,40
Farmer asked fertilizer management in Groundnut crop,-
asked about wilt control in groundnut,30    30
Asked about Groundnut seed rate,:   50
moong phalli me  tikka rog laga hai,zineb ka 3 gm liter pani ke dar se spray  kare
The neck region of the plant with black colour gradually such plants withers,spray  Chlorpyriphos 20 EC 2 ml per liter of water and add 1 g Carbendazimlit per liter of water
Asked about Groundnut Basal fertilizer application,:       :  43    25
ASKING ABOUT OF HERBCIDE OF GROUNDNUT,NO RECOMENDED HERBICIDE POST GERMINATION
Farmer Asked sucking pests control information of ground nut crop,ZC 8
moonfali me dyroot rot laga hai,moonfali me dyroot rot laga acchi tarah se nami banaye rahe
ground nut spodeptera,spray  indoxiucarb 200 ml  acre
