QueryText,KccAns
Asking about foliar spray in groundnut,Recommended for micronutrients 5 gram 1 litre of water
Groundnut top dressing fertilizer application,Recommended for apply borax 4 kg  gypsum 75 kg  acre
farmer asked about VARIETIES OF GROUNDNUT  crop,-            -    -
farmer asked about fertilizer spray increasing groundnut  pod weight,::
Asked about nutrient management GROUNDNUT,SUGGESTED TO APPLY Gypsum- 200 kgacre
pest,quinolpos 2 ml 1 liter
TELL ME CONTROL CHARCOL ROT IN GROUNDNUT,400            5     1
information regarding control of root wilt in mungphalli,broadcasting of saaf  500 gm  25kg of soilacre
TELL ME GROUMDNUT MANDI,JODHPUR GRAIN  GROUNDNUT WHITE 3450 QT
Tobacco caterpillar in groundnut,Recommended for spray Fipronil 2ml  teepol 1ml  neemoil 3mllit of water
TELL ME INSECT IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
leaf eating cater pillar on groundnut,leaf eating cater pillar on groundnut - Decis - 15 ml15 litre water
Farmer asked fungus control information in groundnut crop,EC        -
FARMER ASKED QUERUY ON FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED   UREA 9 KG  ACRE DURING  INITIAL FLOWERING STAGE
FUNGAL INFECTION IN GROUNDNUT,SPRAY SAAF  2 GM  1 LITER OF WATER FOR CHECKING FUNGAL INFECTION IN GROUNDNUT
TELL ME GROUND NUT COOLER ROOT PROBLEM,TRICODRMA KA USE KERY
moonfali me tikka rog laga hai,zirum 27 ko 3 liter  hactaer ka chidecave kare
Farmer  wants to know information about How to control of fungal attack in groundnut   crop,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water
Asking about caterpillar r and Sucking pests management in Groundnut,:         :      15
Asking about Neem seed kernel extract preparation,Recommended for Make powder 05kg of neem kernels And tied with gunny bags and put in the Buckets which is contain 10 lit of water allowed it for extraction
GROUNDNUT STEM ROT MANAGEMENT,RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  LIT OF WATER
NEMATODE DISEASE IN GROUNDNUT,NEMATODE DISEASE IN GROUNDNUT-APPLY CARBOFURAN 3G 10KG PER ACRE
Farmer asked Sulphur information GROUNDNUT CROP,90 WDG 3
Ask for some larvae problem,suggest: cypermethrin 10 ml per pump and to spray
GROUNDNUT LEAF EATING CATER PILLAR MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
weather forcast,dhagal watavaran rahil
FARMER ASKED ABOUT ATTACK OF JASSIDS LEAF HOPPERS  ON GRAUNDNUT CROP,10   -
GROUNDNUT  IRON DEFICIENCY DAMAGE MANAGEMENT,RECOMMENDED TO SPRAY FESO4 2 GRAM LITER WATER  NEEM SALT 1 GRAM  LITER WATER
ASKING ABOUT WEATHER INFORMATION,CLEAR WEATHER TILL 2 MAY
varaities,tag 24
TELL ME FUNGAS CONTROL IN GROUNDNUT,USE OF CARBENDAZIM 250 GRAM PAR BIGA WITH  IRRIGATION
ask gnut fertilizer,I suggest besal dose 125kgN-25kgPHa
Asking about stem rot in groundnut,Recommended for soil apply Trichoderma viride 1 kg  FYM 20 kg  acre
TELL ME ABOUT SEED TREATMENT OF GROUND NUT,USE CARBENDAZIM 2 GM PER KG SEED
caterpiler,quinolphos 2mililiter
TELL ME DISEASE CONTROL OF,SPRAY OF MENCOZEB 2 GM PER LITER WATER
stem rot in groundnut,stem rot in groundnutspray carbendazim 2g1lit water
Ask about larvae control information in Groundnut,EC
FERTILIZER DOSE FOR GROUNDNUT,- - :  :
fertilizer,give gypsum  spray planofix
ask for fungus problem,suggest:bavistin carbendesim 30 gmpump dranchingsuggest:bavistin carbendesim 30 gmpump dranching
Farmer asked query on Weather,:            :       -                  - 35C   - 26C     8
Farmer asked about irrigation in peanut crop,1
root rot in ground nut,recommended to drench soil with saaf 2 gm  plantomycin 1 gm per litre water
yellow leaves,use urea microla
TELL ME SEED TREATMENT OF GROUNDNUT,FIRSTLY CARBENDAZIM 2GM PAR KG SEED AND CHOLOROPYRIPHOS 8ML PAR KG SEED
Farmer needs information regarding weed management in groundnut crop,-                   10    300
castor varities,castor varitieskranthi jyothi  haritha jwala
Fertilizer Dose,2 Bag DAP  1 bag Potash  Gypsum 1 bag acre
TELL ME NO REJESTRATION BUY MSP GOV RATE,2
TELL ME PEST CONTROL IN GROUNDNUT,SPRAY INDOXACARB 145 SL 1 MLLIT WATER
Ground nut leaf miner,Recommended for spray profenophas 2 ml Teepol 1 mlliter of water
FERTILIZERS IN GROURDNUT,APPLY UREAPOTASH
GROUNDNUT VARIETIES,GROUNDNUT VARIETIES -TAG24
Asking about season for groundnut,recommended season for groundnut is June-July
--Farmer asked fungus control information of groundnut crop,WP -
HORMONE FOR SPRAY,SPRAY PLANOFIX 1 ML5 LITRE OF WATER
RED HAIRY CATERPILLAR IN GROUND NUT,RECOMMENDED TO SPRAY QUINALPHOS  2ML1 LIT WATER FOR RED HAIRY CATERPILLAR IN GROUND NUT
control of blight attack,Spray Tilt 30gm15 Lit of Water
APHIDS IN GROUNDNUT,RECOMMENDED TO SPRAY IMIDACHLORPRID 5ML15 LITER OF WATER
ask control of thrips,suggest:fipronil 25 mlpump sprey
groundnut leafspot,Leaf spot-mancozeb 2gmlit
Farmer asked seed treatment of white grub and fungus control,30  FS                    WP
CONTROL OF LEAF SPOT IN GROUNDNUT,RECOMMENDED FOR SPRAY TRICHODERMA VIRIDE  5 GMLITER OF WATER
TELL ME BLIGHT CONTROL,SPRAY OF TEBUCONAZOLE 1 ML PER LITER WATER
Farmer asked seed treatment of fungus problem in ground nut crop,DS
FARMER ASKED ABOUT FERTILIZER DOSE FOR GROWTH OF GROUNDNUT,-  :: -    -     -
weed control,weed control--spray persuit
Farmer asked query on Weather,3                       35      10
groundnut fertilizer management,apply gypsum 150kg  ac
groundnut variety,jawan
want to know about weather report information,Weather are clean in the date of june 12 to june 17
WEATHER INFORMATION,TEMPRETURE  FOR GROUNDNUT
fertilizer,gypsum 125kghac
Information about pest management in Groundnut crop,Carbofuran 03 GR 8
Leaf Eating Caterpillar,Decis -4 ml15 liter water
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUND NUT,RECOMEMNDED TO UREA-20 KGACRE  IN GROUND NUT
groundnut top dressing,apply gypsum 75 kg  urea 25 kgacre
controlof insect in groundnut,monocrotophos 2mlliter spray
GROUNDNUT HELICOVERPA DAMAGE,MONOCHROTOPHOS 16 MLLITER
ask for gnut leaf curl control,I suggested to sprey diemithoat 15 mlpump
Asking about Early leaf spot managementr in Groundnut,:     : :      2
fungal attack in groundnut,spray daithane m 45  2gram liter
TELL ME CONTROL OF COLAR ROT IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG COW DUNG
CONTROL OF LEAF SPOT IN GOUNDNUT,SPRAY MANCOZEB 75 WP  25GMLIT OF WATER
Nagapattinam today weather Report,Recommended for Nagapattinam today weather Report : very Light Rain fall 01  24 mm
GROUNDNUT WEEDICIDE,ALACHLOR 2ML IN 1 LOITER WATER
sowing time of ground nut,ground nut will be sown in july
disease attack in gnut,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE
Asking about Leaf caterpillar management in groundnut,Recommended for spray profenophos 2 ml  sticking agent 1 ml  litre of water
Ask about PGR  Informationin ground nut crop,23 SC
ask about pseusomonas information in groundnut crop,- -  25 kgha
TELLL ME COLOR ROT PROBLEM IN GROUNDNUT,SPRAY OF TEBUCONAZOLE 1 ML PER LITER WATER
BLOCK SPORT IN GROUND LEAVS,RECOMENDED FOR MACOZEB 600 grmacre
weedicide,spray laso
Farmer asked query on Weather,:   -      : :             34  C    26  C     5
FERTILISER DOSE,APPLY UREA 4KGDAP 35KGMOP 27KGACRE
Asked about  bio fertilizers,Suggested bio-fertilizers : Rhizobium PSB Trichoderma
farmer want to know about fungal infection of graoundnut  crop,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water
asked about weed management in groundnut,weed management in groundnut- spray persut after one month of sowing
ask about control of heliothis problem,i suggested spray quinalphos  20  ml 10 li Water
Asking about Leaf caterpillar and Sucking pest control management in Groundnut,:         :   3    1
Ask about groundunut information,8
weedicde before 20days sowing,recommended glyphosate 2literacre
ask about the wilt in the g nut,I suggested carbofuran 30 kg per hactare
TOBACCO CATERPILLAR IN GROUNDNUT,RECOMMENDED SPRAY QUINALPHOS 25EC 2MLLTR WATER FOR TOBACCO CATERPILLAR IN GROUNDNUT
white fly  control in soyabean,spray imidaclopride  5 ml  pump
FARMER ASKED QUERY ON ZYPSUM APLLICATION TIME IN  SOIL BEFORE SOWING GROUND NUT CROP,RECOMMENDED TO 3 -5 DAYS BEFORE  ZYPSUM APLLICATION TIME IN  SOIL BEFORE SOWING GROUND NUT CROP
Farmer asked Varieties information of Groundnut crop,-            -
ask abt moonda,Chlorpyriphos 30 ml  10 lit water
Farmer asked Varieties information of Groundnut crop,-             -
FARMER ASKED QUERY ON ROOT ROT MANAGEMENT IN  GROUNDNUT,RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER    3
Red Hairy caterpillars management in groundnut,Recommended for spray purafinophos  2mllit of water
TELL ME WEATHAR INFORMATION BARMEAR,NO  RAIN POSSIBILITY IN NEXT 5 DAYS
Asking about Fipronil 06 GR uses,:  06 GR  :
sowing date groundnut,janewri-februwari
Q-ask for groundnut fungiside,A-mancozeb 35gmpump
Farmer asked Larvae control information of castor crop,SC    Coragen FMC
Farmer asked query on Weather,-           39     31     4
GROUND NUT SUCKING PEST,AGROMIN MAX 1KGACRE IN 200 LT WATER
Asked about plant protection in groundnut,suggested to spray malathion 2 ml per 1 liter of water
FARMER ASKED QUERY ABOUT FERTILIZER DOSE FOR GROUDNUT,-
neck rot in groundnut,Spray carbendazim 2 gram per litre of water
caterpillar in ground nut,emamectine benzoate proclaim 100 grmsacre
TELL ME DISEASE CONTROAL OF GROUNDNUT,SPARY OF BAVISTIN 250GM BIGGA IRRIGATION WATER
Asking about Water management for Groundnut,:  :  20
GROUND NUT TIKKA LEAF SPOTS,SAAF 2GRLT WATER
Farmer asked weed control in Groundnut crop,30 EC          -  -                 30  2 EC
asking about Tobacco caterpillar management in groundnut,recommended for spray Profenophos 2 mllitre of water
TELL ME ABOUT PEST CONTROLIN GROUND NUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
ask about groundnut larva issue,SC
caterpiller in groundnut,recommended for spray fipronil 2mlteepol 1mllit of water
Asking about Thrips and Green leaf hopper management in groundnut,Recommended for spray Imidacloprid 05 ml litre of water
arahar  me patti lapetak laga hai hai,MONOCROTOPHAS 36 SL 2 MLliter pani ke dar se spray kare
Asked about plant protection in groundnut,Suggested to Spray:- Chloropyriphos  2mllit of water
Ask about Fertilizer dose of Groundnut crop,- 5 EC   25 -30    -
asking about groundnut foliar spray management,recommended for spray at Peak flowering and pod development groundnut rich - 2 kg 200 lit of water acre
disease problem in pea nut,Carbendazim 50 WP  2-3  gram liter pani ka ghol banaker spray kare
Asked about Leaf miner management for Groundnut,:       :  15  1
Asking about Basal stem rot management in groundnut,:        :          25
Ask about sucking pests control information in groundnut,--          SL 3-
RODENTS CONTROL IN GNUT,USE   ZINC PHOSPHOIDE TABLET FOR CONTROL
nutrient management in ground nut,--recommended to spray gypsum 200 kgs  per acre
Ask about fungus problem in groundnut,EC 10
TELL ME ABOUT WHITE GRUB CONTROL IN PEANUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
SUCKING PESTS IN GROUNDNUT,RECOMMENDED TO SPRAY ROGOR 2ML  1 LIT WATER
disease,megnesium sulpate 2 gm  1 liter
ferti dose,give DAP
red gram fertilizer management,recommended to apply  single super phosphate 150kgacre
TELL ME CONTROL OF POD BORER IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
groundnut  herbicide details,spray pendimethalin 13-16 litresacre
Groundnut seed treatment related query,Advised to use CaptanTheram  3gram1kg seeds
TELL ME WEATHER INFORMATION,RAIN RAINFALL POSSIBILITY IN 3-4 DAYS IN YOUR  DISTRICT BUT CLOUDLY SKY
FUNGUS PROBLEM OF GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
information about fungal Disease Control in groundnut,50 WP 2 gm
Asked about groundnut leaf spot management,:      :    SAAF    2
TELL ME PEST CONTROL IN GROUNDNUT,USE FORET 3 G 25-30 KG PER HA
Ask about Larvae control in Groundnut crop,EC 30
TELL ME ABOUT ROOT DISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE
Asking about Herbicide spray for Groundnut 40 days plant,Query: Herbicide spray for Groundnut 40 days plant Answer: dont spray herbicides hand weeding is best for 40 days plant
Farmer asked Larvae control information of groundnut crop,GR
TELL ME ABOUT WEATHER INFORMATION,RAINFALL MAY BE ON AGE   IN YOUR DIST
BUCK EYE ROT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  600  GM  ACRE
farmer want to know information about How to control of fungal attack in onion crop,recommended for to control of fungal attack in gram crop use captan  hexaconazol 40 gm and streptocyclin 2 gram at 15 liter of water
Asked about thrips management in groundnut crop,:     :   2
Leaf feeder management of Groundnut,recommended for spray Profenophos 2ml1 litre of water
ask for  larva problem in gnut,suggest:quinalphose 30 ml per pump and to sprey
ask about groundnut yellowing,suggested to spray  100 iron an 10gm lemon flower
Agmark net price for groundnut,Agmark net price for groundnut Rs4250quintal
ASKING ABOUT FERTILIZER DOSE,DAP AND GYPSUM
TELL ME ROOT ROT CONTROL IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
groundnut leaf eating cater piller damage,recommended to spray monochrotophos 16 milli liter  liter water
diseases control in groudnut,kisan bhai carbendazim 12mancozeb 63 dava 2 gram prati paani me ghol kar spre kare
Asked about nutrient management  in  groundnut,Recommended to the farmer spraying of pulse magic 4 gram per liter of water
TELL ME ABOUT INSECT CONTROL,20   4
VARITIES,GNUT-TAG-24TAG-26
ATTACK OF SUCKING PEST,10
white grub,lasenta 300 gm  acer
ground nut - whitch soil suitable,ground nut -  sandy loamy   red soil  are suitable
ASK ABOUT LARVA IN GROUND NUT,I SUGGESTED TO SPRAY QUINALPHOS 20 MLPUMP FOR LARVA IN GROUND NUT
WEATHER CONDITION IN FARRUKHABAD,light claudey weather no chance of rain
asked about caterpillar management in groundnut,:       :  4  10
fertilizer,1 bag dapacre
JASSIDS IN GROUNDNUT,RECOMMENDED TO SPRAY ACEPHATE 2 GRAM PER LITRE WATER TO CONTROL JASSIDS IN GROUNDNUT
How to control of fungal attack in groundut crop,Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water
Farmer asked seed treatment of white grub control in ground nut crop,30  FS
VARIETY OF GROUND NUT,VARIETY OF GROUND NUT--KISHAN JAWAN AK 12-24
Groundnut top dressing management,Recommended for apply urea 5 kg  potash 12 kg  gypsum 75 kg acre
Farmer asked weed control in grpundnut crop,-- 9  EC    -
FARMER ASKED ABOUT FLOWERIN  OF GROUNDNUT,-
TELL ME APHID CONTROL IN GROUNDNUT,SPRAY OF RIDOMIL MZMETALEXYLMENCOZEB 2 GM PER LITER WATER SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER
moongfali ki kheti ke bare me jankari chahiye,moongfali ki kheti ke bare me jankari di gai
WEED MANAGEMENT IN GROUNDNUT,WEED MANAGEMENT IN GROUNDNUT :RECOMMENDED TO SPRAY  PENDIMETHALINstomp1LITER200LITER WATER
Asked about plant protection in groundnut,Malathion 5 D  8 kgacre during morning hours
Farmer asked about control of sucking pest attack Groundnut crop,-      30  15
Asking about Powdery mildew in sesame,:        :   10   1
ASK ABT VAR,SUGGESTED GG-20
ASKED ABOUT TO NEMETODE CONTROL IN GROUNDNUT,3
weed mgt in ground nut,recommended  Propiquizafop  35 gm per acre for weed mgt in ground nut
root fungal infection in groundnut,CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
root rot in groundnut,recommended for drench with coc 2 glit
tell me control of white grub in ground,SPRAY OF FIPROLIN 5  2 LITER PER HA
Asked about Groundnut Girnar 4 variety seeds availability,:   4   :
Ask about flower drop problem in cotton,-
Farmer asked about whitefly problem in groundnut,SP
Asking about Ground nut leaf webber management,Recommended for Spray Chlorpyriphos 20 EC Perfban Terminator2ml  lit of water
Asked about Groundnut top dressing fertilizer management,:     :  3    6    50
sucking pest in groundnut,recommended for spray imidacloprid 2 ml  lit of water
FARMER ASKED QUERY ON ROOT ROT MANAGEMENT IN GROUND NUT,RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER    3
Asking about caterpillar  leaf hole management in groundnut,Query: Asking about caterpillar  leaf hole management in groundnut Ans: Recommended for spray fipronil 2 ml lit of water
TELL ME ABOUT DRY ROOT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Asking about kadiri 1812 groundnut variety released by which university,:  1812         :
Rust in groundnut,Recommended for spray Chlorothalonil 2 g  litre of water
mungphli me irrigation kab kre,20 din pr phli irrigation kre
Ask about Market information,Suggested: All information provided regarding  Market price
Ask about sucking pests problem in crop,Suggested: Phosphamidon 40 SL 15 mlpump spray
Farmer asked Thrips  control information of ground nut,SC
tell me plant proction in groundute,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
ground nut trips management:,THIAMETHOXAM 90 GRAMS 150 LITERS OF WATER  ACRE
FARMER ASKED QUERY ABOUT HUMIC ACID USES FOR PLANTS,Humic acids are extremely important as a medium for transporting nutrients from the soil to the plant because they can hold onto ionized nutrients preventing them from leaching away Humic acids are also attracted to the depletion zone of the plant root
PLANT PROTECTION,COC 3G  STREPTOCYCLIN 05G PER LITER OF WATER
ATTACK OF SUCKING PEST ON GROUNDNUT,-
Information about seed rate of pea,--     70  75
SPACING FOR GROUNDNUT,RECOMMENDED FOR ROW-ROW25CMPLANT-PLANT15CM
LEAF CURL IN GROUNDNUT,SPRAY IMMIDACHLORPIT  1 ML3 LITRE OF WATER FOR LEAF CURL IN GROUNDNUT
Asking about application of pseudomonas and groundnut rich together,:        :
Asking about Jassids management in groundnut,:     :      2
Asking about Panchakavya and Trichoderma viride mixing spray for Groundnut,:          :
TELL ME SEED TREATMENT OF GUONUDNUT,BLACK ROT CONTROL IN GROUNDNUT USE TRIGODRAMA 25 KG WITH 100 KG FYM  PER HA
TELL ME ABOUT APPLICATION OF SULPHER,80   2 KG   BHIGA
asked about leaf miner management in groundnut,:       :  2  1
Information about shrinking of kernel in groundnut,200
FARMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,:        -
